_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,177,2,2942,Adams
2,18003,4849,177,48763,Allen
3,18005,1039,54,13436,Bartholomew
4,18007,78,0,1288,Benton
5,18009,71,2,1516,Blackford
6,18011,820,46,10802,Boone
7,18013,88,2,1629,Brown
8,18015,253,13,2854,Carroll
9,18017,1857,9,8079,Cass
10,18019,1690,51,17833,Clark
11,18021,218,5,3544,Clay
12,18023,542,8,6870,Clinton
13,18025,58,0,1328,Crawford
14,18027,464,23,3985,Daviess
15,18029,565,28,7509,Dearborn
16,18031,393,34,4160,Decatur
17,18033,313,4,4377,De Kalb
18,18035,1006,56,15853,Delaware
19,18037,825,17,6581,Dubois
20,18039,5512,98,41999,Elkhart
21,18041,306,8,3639,Fayette
22,18043,1043,54,11539,Floyd
23,18045,90,2,2123,Fountain
24,18047,273,25,1934,Franklin
25,18049,201,2,2606,Fulton
26,18051,309,4,4332,Gibson
27,18053,624,30,10046,Grant
28,18055,357,35,4518,Greene
29,18057,3740,107,58827,Hamilton
30,18059,803,41,13299,Hancock
31,18061,466,24,5644,Harrison
32,18063,2255,111,23000,Hendricks
33,18065,585,21,7239,Henry
34,18067,1046,61,12913,Howard
35,18069,157,3,4715,Huntington
36,18071,684,8,6285,Jackson
37,18073,310,2,4708,Jasper
38,18075,125,0,1950,Jay
39,18077,204,3,4524,Jefferson
40,18079,260,12,3016,Jennings
41,18081,1999,120,23488,Johnson
42,18083,328,3,4126,Knox
43,18085,1018,16,10782,Kosciusko
44,18087,593,11,2991,Lagrange
45,18089,8945,294,79117,Lake
46,18091,1154,31,17404,La Porte
47,18093,442,27,5611,Lawrence
48,18095,1250,69,15676,Madison
49,18097,18087,746,164103,Marion
50,18099,877,23,9596,Marshall
51,18101,97,0,1071,Martin
52,18103,309,2,5327,Miami
53,18105,1030,36,26607,Monroe
54,18107,396,21,5409,Montgomery
55,18109,574,35,8683,Morgan
56,18111,140,10,1268,Newton
57,18113,789,30,7410,Noble
58,18115,71,7,1019,Ohio
59,18117,231,24,2615,Orange
60,18119,135,1,3323,Owen
61,18121,77,2,1746,Parke
62,18123,196,13,3215,Perry
63,18125,90,1,1337,Pike
64,18127,1658,41,22855,Porter
65,18129,208,0,3220,Posey
66,18131,93,1,1665,Pulaski
67,18133,427,8,5131,Putnam
68,18135,157,7,3024,Randolph
69,18137,243,8,4256,Ripley
70,18139,129,4,2380,Rush
71,18141,4969,92,58378,St. Joseph
72,18143,307,10,4299,Scott
73,18145,614,28,6422,Shelby
74,18147,151,3,2295,Spencer
75,18149,202,7,2830,Starke
76,18151,257,3,3558,Steuben
77,18153,282,8,3118,Sullivan
78,18155,63,0,1286,Switzerland
79,18157,1526,13,30136,Tippecanoe
80,18159,177,19,1886,Tipton
81,18161,60,0,1098,Union
82,18163,2495,19,34137,Vanderburgh
83,18165,90,0,1920,Vermillion
84,18167,1168,15,15789,Vigo
85,18169,202,5,3980,Wabash
86,18171,38,1,666,Warren
87,18173,743,31,10290,Warrick
88,18175,207,1,2960,Washington
89,18177,523,10,11474,Wayne
90,18179,206,2,3255,Wells
91,18181,432,12,4488,White
92,18183,202,6,3124,Whitley
