_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,84,2,1940,Adams
2,18003,3695,160,38194,Allen
3,18005,749,47,9952,Bartholomew
4,18007,60,0,894,Benton
5,18009,56,2,1219,Blackford
6,18011,649,46,8316,Boone
7,18013,70,1,1356,Brown
8,18015,152,2,2204,Carroll
9,18017,1760,9,6805,Cass
10,18019,1126,46,12728,Clark
11,18021,102,5,2420,Clay
12,18023,388,3,5199,Clinton
13,18025,44,0,887,Crawford
14,18027,251,19,2894,Daviess
15,18029,477,28,5946,Dearborn
16,18031,322,32,3140,Decatur
17,18033,222,4,3343,De Kalb
18,18035,665,52,11789,Delaware
19,18037,655,12,5173,Dubois
20,18039,4680,79,35555,Elkhart
21,18041,163,7,2625,Fayette
22,18043,729,45,8747,Floyd
23,18045,64,2,1546,Fountain
24,18047,231,13,1505,Franklin
25,18049,150,2,2073,Fulton
26,18051,204,4,3269,Gibson
27,18053,511,29,7112,Grant
28,18055,240,34,3394,Greene
29,18057,2572,104,43602,Hamilton
30,18059,634,38,9940,Hancock
31,18061,304,22,3851,Harrison
32,18063,1796,105,17335,Hendricks
33,18065,365,19,5735,Henry
34,18067,829,65,9505,Howard
35,18069,119,3,3552,Huntington
36,18071,556,4,4951,Jackson
37,18073,216,2,3528,Jasper
38,18075,82,0,1481,Jay
39,18077,153,2,3476,Jefferson
40,18079,214,12,2232,Jennings
41,18081,1674,118,17879,Johnson
42,18083,140,0,2954,Knox
43,18085,824,12,9006,Kosciusko
44,18087,549,10,2588,Lagrange
45,18089,7222,273,62197,Lake
46,18091,850,29,13310,La Porte
47,18093,332,27,4513,Lawrence
48,18095,872,65,11183,Madison
49,18097,15152,724,127845,Marion
50,18099,752,22,7120,Marshall
51,18101,42,0,753,Martin
52,18103,260,2,3839,Miami
53,18105,699,30,15965,Monroe
54,18107,343,21,4096,Montgomery
55,18109,440,34,6675,Morgan
56,18111,114,10,968,Newton
57,18113,638,29,6050,Noble
58,18115,56,4,835,Ohio
59,18117,164,24,1859,Orange
60,18119,82,1,2503,Owen
61,18121,49,1,1248,Parke
62,18123,172,12,2506,Perry
63,18125,50,0,987,Pike
64,18127,1213,39,16569,Porter
65,18129,161,0,2400,Posey
66,18131,75,1,1315,Pulaski
67,18133,234,8,3631,Putnam
68,18135,109,4,2386,Randolph
69,18137,194,7,3371,Ripley
70,18139,80,4,1667,Rush
71,18141,3224,79,44476,St. Joseph
72,18143,252,10,3526,Scott
73,18145,530,27,5041,Shelby
74,18147,116,3,1615,Spencer
75,18149,170,7,2208,Starke
76,18151,203,3,2704,Steuben
77,18153,83,1,2133,Sullivan
78,18155,43,0,855,Switzerland
79,18157,1123,11,20777,Tippecanoe
80,18159,126,6,1409,Tipton
81,18161,33,0,769,Union
82,18163,1800,13,26794,Vanderburgh
83,18165,47,0,1272,Vermillion
84,18167,528,10,10559,Vigo
85,18169,161,3,3178,Wabash
86,18171,19,1,455,Warren
87,18173,540,30,7663,Warrick
88,18175,117,1,2050,Washington
89,18177,337,10,8576,Wayne
90,18179,144,2,2643,Wells
91,18181,349,10,3509,White
92,18183,149,6,2382,Whitley
