_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,49,1,1469,Adams
2,18003,2952,134,29571,Allen
3,18005,601,45,7189,Bartholomew
4,18007,51,0,641,Benton
5,18009,40,2,925,Blackford
6,18011,491,44,5747,Boone
7,18013,43,1,616,Brown
8,18015,114,2,1745,Carroll
9,18017,1645,9,5687,Cass
10,18019,711,44,8125,Clark
11,18021,64,5,1815,Clay
12,18023,290,3,4003,Clinton
13,18025,33,0,666,Crawford
14,18027,151,17,2032,Daviess
15,18029,265,23,3731,Dearborn
16,18031,256,32,2318,Decatur
17,18033,169,4,2467,De Kalb
18,18035,475,52,8493,Delaware
19,18037,309,6,3435,Dubois
20,18039,3618,60,26274,Elkhart
21,18041,106,7,1790,Fayette
22,18043,414,44,5787,Floyd
23,18045,36,2,1077,Fountain
24,18047,128,8,998,Franklin
25,18049,73,1,1402,Fulton
26,18051,124,2,2292,Gibson
27,18053,322,26,5251,Grant
28,18055,196,32,2292,Greene
29,18057,1708,101,30389,Hamilton
30,18059,468,36,7002,Hancock
31,18061,218,22,2608,Harrison
32,18063,1466,100,12781,Hendricks
33,18065,296,18,4421,Henry
34,18067,607,58,6418,Howard
35,18069,94,2,2643,Huntington
36,18071,478,3,3909,Jackson
37,18073,136,2,2676,Jasper
38,18075,72,0,1160,Jay
39,18077,87,2,2548,Jefferson
40,18079,179,12,1691,Jennings
41,18081,1345,118,13096,Johnson
42,18083,71,0,2150,Knox
43,18085,582,4,6027,Kosciusko
44,18087,486,10,2220,Lagrange
45,18089,5650,249,46083,Lake
46,18091,623,28,8771,La Porte
47,18093,252,25,3471,Lawrence
48,18095,678,64,8065,Madison
49,18097,12074,693,94901,Marion
50,18099,557,9,5008,Marshall
51,18101,26,0,541,Martin
52,18103,194,2,2764,Miami
53,18105,348,28,9584,Monroe
54,18107,298,20,3109,Montgomery
55,18109,345,31,4935,Morgan
56,18111,101,10,762,Newton
57,18113,520,28,4710,Noble
58,18115,23,0,367,Ohio
59,18117,137,23,1316,Orange
60,18119,52,1,1746,Owen
61,18121,27,0,913,Parke
62,18123,149,10,1563,Perry
63,18125,12,0,666,Pike
64,18127,840,38,11319,Porter
65,18129,61,0,1420,Posey
66,18131,66,1,1064,Pulaski
67,18133,173,8,2860,Putnam
68,18135,80,4,1823,Randolph
69,18137,134,7,2227,Ripley
70,18139,62,3,1266,Rush
71,18141,2148,69,29791,St. Joseph
72,18143,165,9,2695,Scott
73,18145,459,25,4154,Shelby
74,18147,57,1,1065,Spencer
75,18149,108,3,1444,Starke
76,18151,138,2,1938,Steuben
77,18153,50,1,1616,Sullivan
78,18155,32,0,545,Switzerland
79,18157,779,9,14353,Tippecanoe
80,18159,32,1,963,Tipton
81,18161,14,0,535,Union
82,18163,768,6,16142,Vanderburgh
83,18165,20,0,877,Vermillion
84,18167,258,8,7322,Vigo
85,18169,116,3,2531,Wabash
86,18171,15,1,330,Warren
87,18173,261,29,4349,Warrick
88,18175,68,1,1447,Washington
89,18177,158,6,5569,Wayne
90,18179,82,1,1768,Wells
91,18181,276,10,2670,White
92,18183,107,6,1712,Whitley
