_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,1431,18,7609,Adams
2,18003,15343,279,102560,Allen
3,18005,2573,62,24248,Bartholomew
4,18007,262,1,2637,Benton
5,18009,417,10,3383,Blackford
6,18011,2076,53,19681,Boone
7,18013,292,3,2808,Brown
8,18015,591,13,4759,Carroll
9,18017,2802,29,12848,Cass
10,18019,4440,74,33806,Clark
11,18021,908,21,6606,Clay
12,18023,1561,20,12168,Clinton
13,18025,244,1,2552,Crawford
14,18027,1321,42,7482,Daviess
15,18029,1816,29,13040,Dearborn
16,18031,1085,42,7041,Decatur
17,18033,1508,23,9839,De Kalb
18,18035,4332,99,31774,Delaware
19,18037,2143,29,11553,Dubois
20,18039,15176,197,73446,Elkhart
21,18041,1317,31,7292,Fayette
22,18043,2772,77,21950,Floyd
23,18045,647,7,4553,Fountain
24,18047,571,25,3586,Franklin
25,18049,714,17,5386,Fulton
26,18051,1561,19,8427,Gibson
27,18053,2212,46,17946,Grant
28,18055,899,52,8021,Greene
29,18057,10904,155,107642,Hamilton
30,18059,2170,48,23458,Hancock
31,18061,1229,24,10556,Harrison
32,18063,5113,152,42196,Hendricks
33,18065,2130,35,13626,Henry
34,18067,2603,73,24090,Howard
35,18069,994,7,10396,Huntington
36,18071,1823,31,11250,Jackson
37,18073,1217,8,9153,Jasper
38,18075,803,10,4594,Jay
39,18077,906,14,8665,Jefferson
40,18079,713,13,5705,Jennings
41,18081,5387,160,44754,Johnson
42,18083,1545,14,8500,Knox
43,18085,3765,39,22774,Kosciusko
44,18087,1267,24,5041,Lagrange
45,18089,23953,430,148220,Lake
46,18091,4001,84,33740,La Porte
47,18093,1583,43,10583,Lawrence
48,18095,4183,118,32455,Madison
49,18097,37552,828,292203,Marion
50,18099,2637,38,16402,Marshall
51,18101,304,2,2223,Martin
52,18103,1289,11,10494,Miami
53,18105,4713,43,58322,Monroe
54,18107,1154,24,9843,Montgomery
55,18109,1787,42,16534,Morgan
56,18111,484,12,2728,Newton
57,18113,2186,44,13678,Noble
58,18115,209,7,1610,Ohio
59,18117,601,28,4658,Orange
60,18119,495,6,6200,Owen
61,18121,442,6,3985,Parke
62,18123,762,21,5445,Perry
63,18125,471,18,2832,Pike
64,18127,6992,69,47501,Porter
65,18129,1096,13,6661,Posey
66,18131,335,10,3128,Pulaski
67,18133,1046,24,9324,Putnam
68,18135,1024,13,6594,Randolph
69,18137,1054,13,7774,Ripley
70,18139,455,6,4478,Rush
71,18141,14965,204,110109,St. Joseph
72,18143,823,17,7142,Scott
73,18145,1550,49,11077,Shelby
74,18147,718,7,4553,Spencer
75,18149,804,19,5624,Starke
76,18151,1233,13,7756,Steuben
77,18153,733,15,5469,Sullivan
78,18155,225,3,2270,Switzerland
79,18157,7153,24,73156,Tippecanoe
80,18159,468,25,3597,Tipton
81,18161,235,1,2053,Union
82,18163,8637,108,63300,Vanderburgh
83,18165,478,2,4175,Vermillion
84,18167,5087,69,33360,Vigo
85,18169,1243,17,8786,Wabash
86,18171,193,2,1430,Warren
87,18173,2900,71,19828,Warrick
88,18175,602,5,5387,Washington
89,18177,2577,52,21301,Wayne
90,18179,1048,21,6790,Wells
91,18181,1052,19,7533,White
92,18183,1107,8,7744,Whitley
