_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,54,1,1538,Adams
2,18003,3061,138,31087,Allen
3,18005,619,45,7614,Bartholomew
4,18007,51,0,688,Benton
5,18009,42,2,977,Blackford
6,18011,510,44,6195,Boone
7,18013,50,1,725,Brown
8,18015,118,2,1827,Carroll
9,18017,1661,9,5800,Cass
10,18019,750,44,8711,Clark
11,18021,69,5,1931,Clay
12,18023,300,3,4187,Clinton
13,18025,36,0,697,Crawford
14,18027,157,17,2166,Daviess
15,18029,300,25,4180,Dearborn
16,18031,260,32,2459,Decatur
17,18033,174,4,2642,De Kalb
18,18035,500,52,9190,Delaware
19,18037,388,7,3718,Dubois
20,18039,3889,63,28256,Elkhart
21,18041,114,7,1906,Fayette
22,18043,456,44,6214,Floyd
23,18045,43,2,1153,Fountain
24,18047,135,8,1056,Franklin
25,18049,84,1,1492,Fulton
26,18051,145,2,2494,Gibson
27,18053,374,27,5769,Grant
28,18055,204,33,2487,Greene
29,18057,1845,101,33039,Hamilton
30,18059,484,36,7492,Hancock
31,18061,225,22,2788,Harrison
32,18063,1519,102,13511,Hendricks
33,18065,313,18,4646,Henry
34,18067,639,58,6786,Howard
35,18069,99,2,2852,Huntington
36,18071,489,3,4035,Jackson
37,18073,150,2,2813,Jasper
38,18075,72,0,1226,Jay
39,18077,116,2,2750,Jefferson
40,18079,183,12,1750,Jennings
41,18081,1405,118,13878,Johnson
42,18083,78,0,2305,Knox
43,18085,609,6,6444,Kosciusko
44,18087,497,10,2292,Lagrange
45,18089,5983,252,49212,Lake
46,18091,670,28,9542,La Porte
47,18093,266,26,3682,Lawrence
48,18095,703,64,8502,Madison
49,18097,12484,702,99963,Marion
50,18099,636,12,5501,Marshall
51,18101,30,0,587,Martin
52,18103,204,2,2954,Miami
53,18105,417,28,10602,Monroe
54,18107,304,20,3248,Montgomery
55,18109,363,31,5241,Morgan
56,18111,101,10,801,Newton
57,18113,546,28,4974,Noble
58,18115,30,1,435,Ohio
59,18117,144,24,1422,Orange
60,18119,55,1,1877,Owen
61,18121,28,0,965,Parke
62,18123,155,12,1672,Perry
63,18125,18,0,718,Pike
64,18127,897,38,12196,Porter
65,18129,86,0,1656,Posey
66,18131,67,1,1102,Pulaski
67,18133,185,8,2997,Putnam
68,18135,81,4,1914,Randolph
69,18137,148,7,2343,Ripley
70,18139,65,3,1346,Rush
71,18141,2389,72,32472,St. Joseph
72,18143,181,9,2806,Scott
73,18145,472,25,4315,Shelby
74,18147,82,1,1200,Spencer
75,18149,128,4,1576,Starke
76,18151,145,3,2054,Steuben
77,18153,63,1,1758,Sullivan
78,18155,33,0,573,Switzerland
79,18157,826,10,15486,Tippecanoe
80,18159,36,2,1024,Tipton
81,18161,17,0,567,Union
82,18163,1010,6,18807,Vanderburgh
83,18165,20,0,929,Vermillion
84,18167,278,8,7785,Vigo
85,18169,123,3,2645,Wabash
86,18171,16,1,351,Warren
87,18173,313,29,5018,Warrick
88,18175,72,1,1521,Washington
89,18177,184,6,6027,Wayne
90,18179,89,1,1835,Wells
91,18181,290,10,2796,White
92,18183,113,6,1872,Whitley
