_id,COUNTY_NAME,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,ADAMS,47,1,1276
2,ALLEN,2695,117,26193
3,BARTHOLOMEW,580,44,6494
4,BENTON,48,0,565
5,BLACKFORD,37,2,835
6,BOONE,427,43,4958
7,BROWN,38,1,548
8,CARROLL,109,2,1622
9,CASS,1636,9,5344
10,CLARK,627,44,7112
11,CLAY,59,4,1641
12,CLINTON,281,2,3683
13,CRAWFORD,29,0,581
14,DAVIESS,139,16,1793
15,DEARBORN,206,22,2758
16,DECATUR,247,32,2094
17,DEKALB,159,4,2124
18,DELAWARE,429,49,7496
19,DUBOIS,261,6,2830
20,ELKHART,3133,43,22590
21,FAYETTE,96,7,1539
22,FLOYD,370,44,5025
23,FOUNTAIN,29,2,966
24,FRANKLIN,124,8,875
25,FULTON,66,1,1249
26,GIBSON,46,2,1778
27,GRANT,287,26,4579
28,GREENE,184,32,2033
29,HAMILTON,1502,100,26739
30,HANCOCK,425,35,6280
31,HARRISON,208,22,2269
32,HENDRICKS,1371,100,11445
33,HENRY,236,15,3862
34,HOWARD,550,57,5746
35,HUNTINGTON,70,2,2268
36,JACKSON,458,3,3511
37,JASPER,113,2,2469
38,JAY,67,0,1030
39,JEFFERSON,66,1,2267
40,JENNINGS,169,11,1543
41,JOHNSON,1244,118,11836
42,KNOX,63,0,1903
43,KOSCIUSKO,500,3,5219
44,LAGRANGE,464,6,2085
45,LAKE,4985,241,40218
46,LAPORTE,541,25,7575
47,LAWRENCE,236,24,3051
48,MADISON,643,63,7339
49,MARION,11434,680,86493
50,MARSHALL,418,3,4243
51,MARTIN,22,0,467
52,MIAMI,180,2,2508
53,MONROE,263,28,7814
54,MONTGOMERY,290,20,2818
55,MORGAN,323,31,4486
56,NEWTON,96,10,692
57,NOBLE,451,28,4089
58,OHIO,14,0,268
59,ORANGE,133,23,1179
60,OWEN,45,1,1533
61,PARKE,22,0,796
62,PERRY,123,9,1364
63,PIKE,8,0,574
64,PORTER,690,37,9782
65,POSEY,36,0,1039
66,PULASKI,62,1,923
67,PUTNAM,165,8,2625
68,RANDOLPH,77,4,1640
69,RIPLEY,114,8,1953
70,RUSH,56,3,1154
71,SCOTT,155,7,2479
72,SHELBY,418,25,3889
73,SPENCER,33,1,871
74,ST JOSEPH,1857,66,26085
75,STARKE,77,3,1230
76,STEUBEN,124,2,1720
77,SULLIVAN,44,1,1492
78,SWITZERLAND,26,0,497
79,TIPPECANOE,659,8,12639
80,TIPTON,30,1,862
81,UNION,13,0,439
82,VANDERBURGH,457,6,12408
83,VERMILLION,13,0,766
84,VIGO,227,8,6464
85,WABASH,109,2,2302
86,WARREN,14,1,312
87,WARRICK,207,29,3279
88,WASHINGTON,65,1,1266
89,WAYNE,129,6,4652
90,WELLS,68,1,1596
91,WHITE,259,10,2454
92,WHITLEY,81,4,1457
