_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,255,3,4322,Adams
2,18003,6113,201,62871,Allen
3,18005,1155,57,16556,Bartholomew
4,18007,88,0,1749,Benton
5,18009,114,3,2002,Blackford
6,18011,960,46,13528,Boone
7,18013,104,3,1930,Brown
8,18015,273,13,3399,Carroll
9,18017,1939,9,9572,Cass
10,18019,2187,56,22216,Clark
11,18021,299,5,4604,Clay
12,18023,595,14,8286,Clinton
13,18025,104,0,1726,Crawford
14,18027,658,28,5229,Daviess
15,18029,647,28,8878,Dearborn
16,18031,458,39,4945,Decatur
17,18033,468,11,5801,De Kalb
18,18035,1918,61,21343,Delaware
19,18037,964,18,8275,Dubois
20,18039,6477,109,49761,Elkhart
21,18041,419,13,4601,Fayette
22,18043,1351,61,14484,Floyd
23,18045,120,2,2708,Fountain
24,18047,303,25,2419,Franklin
25,18049,235,2,3411,Fulton
26,18051,496,4,5367,Gibson
27,18053,903,34,12662,Grant
28,18055,422,35,5765,Greene
29,18057,4803,109,73179,Hamilton
30,18059,917,43,16135,Hancock
31,18061,566,24,6957,Harrison
32,18063,2694,123,29297,Hendricks
33,18065,793,26,8787,Henry
34,18067,1292,63,16127,Howard
35,18069,225,3,6161,Huntington
36,18071,746,9,7403,Jackson
37,18073,390,2,5901,Jasper
38,18075,176,0,2566,Jay
39,18077,247,3,5564,Jefferson
40,18079,312,12,3832,Jennings
41,18081,2291,123,29648,Johnson
42,18083,513,9,5474,Knox
43,18085,1211,17,13249,Kosciusko
44,18087,634,11,3669,Lagrange
45,18089,10397,321,95387,Lake
46,18091,1405,40,21219,La Porte
47,18093,510,28,6917,Lawrence
48,18095,1619,75,20193,Madison
49,18097,21067,764,202879,Marion
50,18099,997,24,11290,Marshall
51,18101,164,0,1644,Martin
52,18103,431,3,6827,Miami
53,18105,2531,36,45326,Monroe
54,18107,507,21,6949,Montgomery
55,18109,709,38,10688,Morgan
56,18111,172,11,1737,Newton
57,18113,900,32,8966,Noble
58,18115,78,7,1142,Ohio
59,18117,288,24,3301,Orange
60,18119,168,1,4225,Owen
61,18121,97,2,2279,Parke
62,18123,216,13,3739,Perry
63,18125,143,1,1787,Pike
64,18127,2105,46,28856,Porter
65,18129,316,0,4172,Posey
66,18131,116,1,2069,Pulaski
67,18133,542,11,6603,Putnam
68,18135,211,7,4014,Randolph
69,18137,287,8,5114,Ripley
70,18139,154,4,2902,Rush
71,18141,6312,105,75488,St. Joseph
72,18143,367,11,5052,Scott
73,18145,668,29,7611,Shelby
74,18147,228,3,2908,Spencer
75,18149,259,7,3475,Starke
76,18151,378,7,4776,Steuben
77,18153,333,12,3803,Sullivan
78,18155,69,0,1567,Switzerland
79,18157,2347,13,52714,Tippecanoe
80,18159,221,22,2375,Tipton
81,18161,78,0,1415,Union
82,18163,3536,30,43577,Vanderburgh
83,18165,127,0,2598,Vermillion
84,18167,1803,24,20658,Vigo
85,18169,263,8,4922,Wabash
86,18171,39,1,894,Warren
87,18173,1234,36,13558,Warrick
88,18175,263,1,3608,Washington
89,18177,751,14,14097,Wayne
90,18179,251,3,4267,Wells
91,18181,483,14,5408,White
92,18183,261,7,4253,Whitley
