_id,location_id,m1e_covid_cases,m1e_covid_deaths,m1e_covid_tests,county_name
2538,18039,21,1,265,Elkhart
2539,18039,26,1,250,Elkhart
2540,18039,47,1,101,Elkhart
2541,18039,15,1,56,Elkhart
2542,18039,31,2,392,Elkhart
2543,18039,15,0,327,Elkhart
2544,18039,46,1,288,Elkhart
2545,18039,19,0,295,Elkhart
2546,18039,33,1,370,Elkhart
2547,18039,29,1,91,Elkhart
2548,18039,18,0,55,Elkhart
2549,18039,45,0,372,Elkhart
2550,18039,43,2,377,Elkhart
2551,18039,63,0,334,Elkhart
2552,18039,55,0,450,Elkhart
2553,18039,36,0,475,Elkhart
2554,18039,52,1,118,Elkhart
2555,18039,18,0,69,Elkhart
2556,18039,49,0,46,Elkhart
2557,18039,14,0,497,Elkhart
2558,18039,30,0,371,Elkhart
2559,18039,51,0,401,Elkhart
2560,18039,84,0,489,Elkhart
2561,18039,61,0,138,Elkhart
2562,18039,20,0,90,Elkhart
2563,18039,63,0,505,Elkhart
2564,18039,44,0,447,Elkhart
2565,18039,67,0,448,Elkhart
2566,18039,88,0,499,Elkhart
2567,18039,50,1,468,Elkhart
2568,18039,79,0,151,Elkhart
2569,18039,24,0,96,Elkhart
2570,18039,59,0,610,Elkhart
2571,18039,40,2,440,Elkhart
2572,18039,44,1,470,Elkhart
2573,18039,54,1,502,Elkhart
2574,18039,101,0,543,Elkhart
2575,18039,51,1,234,Elkhart
2576,18039,86,1,107,Elkhart
2577,18039,74,1,662,Elkhart
2578,18039,37,0,599,Elkhart
2579,18039,112,2,576,Elkhart
2580,18039,82,0,421,Elkhart
2581,18039,67,0,432,Elkhart
2582,18039,61,1,126,Elkhart
2583,18039,24,0,95,Elkhart
2584,18039,46,1,537,Elkhart
2585,18039,40,0,611,Elkhart
2586,18039,99,1,525,Elkhart
2587,18039,58,1,523,Elkhart
2588,18039,70,0,531,Elkhart
2589,18039,48,1,66,Elkhart
2590,18039,28,1,65,Elkhart
2591,18039,40,0,483,Elkhart
2592,18039,41,1,520,Elkhart
2593,18039,48,0,494,Elkhart
2594,18039,31,0,397,Elkhart
2595,18039,44,2,136,Elkhart
2596,18039,73,2,49,Elkhart
2597,18039,16,4,50,Elkhart
2598,18039,21,2,295,Elkhart
2599,18039,84,1,148,Elkhart
2600,18039,31,1,2,Elkhart
2601,18041,0,0,0,Fayette
2602,18041,0,0,0,Fayette
2603,18041,0,0,0,Fayette
2604,18041,0,0,0,Fayette
2605,18041,0,0,0,Fayette
2606,18041,0,0,0,Fayette
2607,18041,0,0,0,Fayette
2608,18041,0,0,0,Fayette
2609,18041,0,0,0,Fayette
2610,18041,0,0,0,Fayette
2611,18041,0,0,0,Fayette
2612,18041,0,0,0,Fayette
2613,18041,0,0,1,Fayette
2614,18041,0,0,0,Fayette
2615,18041,0,0,1,Fayette
2616,18041,0,0,1,Fayette
2617,18041,1,0,5,Fayette
2618,18041,1,1,2,Fayette
2619,18041,0,0,4,Fayette
2620,18041,0,0,3,Fayette
2621,18041,0,0,4,Fayette
2622,18041,0,0,1,Fayette
2623,18041,0,0,8,Fayette
2624,18041,1,0,3,Fayette
2625,18041,0,0,4,Fayette
2626,18041,0,0,2,Fayette
2627,18041,1,0,8,Fayette
2628,18041,1,0,3,Fayette
2629,18041,3,0,5,Fayette
2630,18041,1,1,6,Fayette
2631,18041,1,1,4,Fayette
2632,18041,1,0,10,Fayette
2633,18041,2,0,4,Fayette
2634,18041,1,0,1,Fayette
2635,18041,2,0,3,Fayette
2636,18041,0,0,4,Fayette
2637,18041,2,0,2,Fayette
2638,18041,0,0,3,Fayette
2639,18041,1,0,2,Fayette
2640,18041,0,0,3,Fayette
2641,18041,1,0,4,Fayette
2642,18041,0,0,3,Fayette
2643,18041,0,0,3,Fayette
2644,18041,0,0,2,Fayette
2645,18041,0,0,4,Fayette
2646,18041,0,1,2,Fayette
2647,18041,1,0,6,Fayette
2648,18041,0,0,7,Fayette
2649,18041,1,0,2,Fayette
2650,18041,0,0,2,Fayette
2651,18041,0,0,8,Fayette
2652,18041,0,0,5,Fayette
2653,18041,0,0,5,Fayette
2654,18041,3,0,3,Fayette
2655,18041,1,0,4,Fayette
2656,18041,0,0,5,Fayette
2657,18041,0,0,3,Fayette
2658,18041,1,0,8,Fayette
2659,18041,2,0,26,Fayette
2660,18041,1,0,12,Fayette
2661,18041,0,0,6,Fayette
2662,18041,0,0,13,Fayette
2663,18041,1,0,8,Fayette
2664,18041,1,0,2,Fayette
2665,18041,0,0,10,Fayette
2666,18041,1,0,11,Fayette
2667,18041,2,0,28,Fayette
2668,18041,0,0,9,Fayette
2669,18041,2,0,25,Fayette
2670,18041,0,0,10,Fayette
2671,18041,2,0,6,Fayette
2672,18041,0,0,30,Fayette
2673,18041,0,0,33,Fayette
2674,18041,1,0,22,Fayette
2675,18041,0,0,20,Fayette
2676,18041,0,0,26,Fayette
2677,18041,2,0,22,Fayette
2678,18041,0,0,1,Fayette
2679,18041,0,0,24,Fayette
2680,18041,1,0,35,Fayette
2681,18041,7,0,16,Fayette
2682,18041,0,1,40,Fayette
2683,18041,0,1,26,Fayette
2684,18041,15,0,7,Fayette
2685,18041,2,0,30,Fayette
2686,18041,3,0,8,Fayette
2687,18041,3,1,67,Fayette
2688,18041,1,0,17,Fayette
2689,18041,2,0,36,Fayette
2690,18041,1,0,28,Fayette
2691,18041,0,0,8,Fayette
2692,18041,1,0,3,Fayette
2693,18041,0,0,29,Fayette
2694,18041,1,0,19,Fayette
2695,18041,0,0,12,Fayette
2696,18041,0,0,15,Fayette
2697,18041,0,0,30,Fayette
2698,18041,0,0,19,Fayette
2699,18041,1,0,3,Fayette
2700,18041,0,0,22,Fayette
2701,18041,0,0,46,Fayette
2702,18041,0,0,44,Fayette
2703,18041,1,0,40,Fayette
2704,18041,2,0,44,Fayette
2705,18041,0,0,10,Fayette
2706,18041,0,0,1,Fayette
2707,18041,0,0,52,Fayette
2708,18041,1,0,30,Fayette
2709,18041,0,0,17,Fayette
2710,18041,1,0,9,Fayette
2711,18041,0,0,26,Fayette
2712,18041,0,0,24,Fayette
2713,18041,0,0,3,Fayette
2714,18041,1,0,48,Fayette
2715,18041,0,0,68,Fayette
2716,18041,1,0,16,Fayette
2717,18041,2,0,19,Fayette
2718,18041,4,0,38,Fayette
2719,18041,0,0,16,Fayette
2720,18041,0,0,5,Fayette
2721,18041,2,0,56,Fayette
2722,18041,1,0,39,Fayette
2723,18041,0,0,11,Fayette
2724,18041,2,0,32,Fayette
2725,18041,0,0,15,Fayette
2726,18041,1,0,5,Fayette
2727,18041,0,0,4,Fayette
2728,18041,2,0,41,Fayette
2729,18041,2,0,9,Fayette
2730,18041,0,0,0,Fayette
2731,18043,0,0,0,Floyd
2732,18043,0,0,0,Floyd
2733,18043,0,0,1,Floyd
2734,18043,0,0,0,Floyd
2735,18043,0,0,0,Floyd
2736,18043,0,0,0,Floyd
2737,18043,0,0,0,Floyd
2738,18043,0,0,0,Floyd
2739,18043,0,0,0,Floyd
2740,18043,0,0,1,Floyd
2741,18043,0,0,0,Floyd
2742,18043,0,0,1,Floyd
2743,18043,0,0,1,Floyd
2744,18043,0,0,0,Floyd
2745,18043,1,0,0,Floyd
2746,18043,0,0,13,Floyd
2747,18043,0,0,22,Floyd
2748,18043,0,0,14,Floyd
2749,18043,1,0,17,Floyd
2750,18043,1,0,28,Floyd
2751,18043,1,0,9,Floyd
2752,18043,2,0,9,Floyd
2753,18043,2,0,49,Floyd
2754,18043,0,0,31,Floyd
2755,18043,1,0,22,Floyd
2756,18043,4,0,13,Floyd
2757,18043,2,0,36,Floyd
2758,18043,1,0,11,Floyd
2759,18043,6,0,14,Floyd
2760,18043,2,0,50,Floyd
2761,18043,0,0,27,Floyd
2762,18043,14,0,33,Floyd
2763,18043,3,0,30,Floyd
2764,18043,4,0,25,Floyd
2765,18043,10,0,8,Floyd
2766,18043,7,2,2,Floyd
2767,18043,15,0,31,Floyd
2768,18043,1,1,22,Floyd
2769,18043,11,0,24,Floyd
2770,18043,6,0,22,Floyd
2771,18043,8,1,21,Floyd
2772,18043,4,0,10,Floyd
2773,18043,2,0,4,Floyd
2774,18043,2,1,66,Floyd
2775,18043,2,0,33,Floyd
2776,18043,9,1,31,Floyd
2777,18043,5,1,38,Floyd
2778,18043,7,0,49,Floyd
2779,18043,3,1,23,Floyd
2780,18043,0,1,1,Floyd
2781,18043,2,0,59,Floyd
2782,18043,6,1,54,Floyd
2783,18043,4,2,57,Floyd
2784,18043,8,1,22,Floyd
2785,18043,1,0,24,Floyd
2786,18043,1,1,74,Floyd
2787,18043,0,1,4,Floyd
2788,18043,6,1,32,Floyd
2789,18043,2,1,50,Floyd
2790,18043,4,1,59,Floyd
2791,18043,4,1,31,Floyd
2792,18043,20,3,15,Floyd
2793,18043,3,2,51,Floyd
2794,18043,1,3,5,Floyd
2795,18043,8,0,30,Floyd
2796,18043,6,1,36,Floyd
2797,18043,4,1,34,Floyd
2798,18043,2,0,28,Floyd
2799,18043,5,0,42,Floyd
2800,18043,2,0,10,Floyd
2801,18043,0,1,2,Floyd
2802,18043,6,4,55,Floyd
2803,18043,8,1,58,Floyd
2804,18043,4,0,91,Floyd
2805,18043,4,1,53,Floyd
2806,18043,39,1,83,Floyd
2807,18043,0,0,63,Floyd
2808,18043,4,0,8,Floyd
2809,18043,3,1,67,Floyd
2810,18043,2,0,111,Floyd
2811,18043,3,0,64,Floyd
2812,18043,0,0,41,Floyd
2813,18043,0,0,54,Floyd
2814,18043,1,0,51,Floyd
2815,18043,1,0,10,Floyd
2816,18043,0,1,23,Floyd
2817,18043,2,0,75,Floyd
2818,18043,3,0,71,Floyd
2819,18043,1,0,41,Floyd
2820,18043,2,0,51,Floyd
2821,18043,0,0,55,Floyd
2822,18043,0,0,9,Floyd
2823,18043,0,1,99,Floyd
2824,18043,2,0,62,Floyd
2825,18043,2,0,82,Floyd
2826,18043,1,1,40,Floyd
2827,18043,3,0,95,Floyd
2828,18043,3,0,51,Floyd
2829,18043,1,1,9,Floyd
2830,18043,0,0,104,Floyd
2831,18043,1,0,74,Floyd
2832,18043,3,0,101,Floyd
2833,18043,1,0,56,Floyd
2834,18043,0,0,83,Floyd
2835,18043,0,0,74,Floyd
2836,18043,2,0,10,Floyd
2837,18043,3,0,99,Floyd
2838,18043,2,1,145,Floyd
2839,18043,3,0,178,Floyd
2840,18043,2,0,163,Floyd
2841,18043,2,0,99,Floyd
2842,18043,0,0,33,Floyd
2843,18043,1,0,24,Floyd
2844,18043,2,0,66,Floyd
2845,18043,5,0,139,Floyd
2846,18043,3,0,116,Floyd
2847,18043,4,1,127,Floyd
2848,18043,3,0,101,Floyd
2849,18043,0,0,52,Floyd
2850,18043,1,0,17,Floyd
2851,18043,4,0,84,Floyd
2852,18043,0,0,91,Floyd
2853,18043,5,0,89,Floyd
2854,18043,3,0,133,Floyd
2855,18043,1,0,15,Floyd
2856,18043,8,0,22,Floyd
2857,18043,3,0,10,Floyd
2858,18043,0,0,47,Floyd
2859,18043,2,0,13,Floyd
2860,18043,6,0,0,Floyd
2861,18045,0,0,0,Fountain
2862,18045,0,0,0,Fountain
2863,18045,0,0,0,Fountain
2864,18045,0,0,0,Fountain
2865,18045,0,0,0,Fountain
2866,18045,0,0,0,Fountain
2867,18045,0,0,0,Fountain
2868,18045,0,0,0,Fountain
2869,18045,0,0,0,Fountain
2870,18045,0,0,0,Fountain
2871,18045,0,0,0,Fountain
2872,18045,0,0,1,Fountain
2873,18045,0,0,4,Fountain
2874,18045,0,0,1,Fountain
2875,18045,0,0,0,Fountain
2876,18045,0,0,1,Fountain
2877,18045,0,0,1,Fountain
2878,18045,0,0,5,Fountain
2879,18045,0,0,0,Fountain
2880,18045,0,0,0,Fountain
2881,18045,0,0,2,Fountain
2882,18045,0,0,0,Fountain
2883,18045,0,0,3,Fountain
2884,18045,0,0,5,Fountain
2885,18045,1,0,5,Fountain
2886,18045,0,0,2,Fountain
2887,18045,0,0,5,Fountain
2888,18045,0,0,0,Fountain
2889,18045,0,0,1,Fountain
2890,18045,0,0,3,Fountain
2891,18045,0,0,2,Fountain
2892,18045,1,1,3,Fountain
2893,18045,0,0,3,Fountain
2894,18045,0,0,4,Fountain
2895,18045,0,0,1,Fountain
2896,18045,0,0,2,Fountain
2897,18045,0,0,2,Fountain
2898,18045,0,0,4,Fountain
2899,18045,1,0,2,Fountain
2900,18045,0,0,1,Fountain
2901,18045,0,0,2,Fountain
2902,18045,0,1,2,Fountain
2903,18045,0,0,0,Fountain
2904,18045,0,0,5,Fountain
2905,18045,0,0,5,Fountain
2906,18045,0,0,6,Fountain
2907,18045,1,0,3,Fountain
2908,18045,1,0,9,Fountain
2909,18045,1,0,2,Fountain
2910,18045,1,0,5,Fountain
2911,18045,0,0,13,Fountain
2912,18045,0,0,4,Fountain
2913,18045,1,0,5,Fountain
2914,18045,1,0,2,Fountain
2915,18045,0,0,10,Fountain
2916,18045,0,0,2,Fountain
2917,18045,0,0,9,Fountain
2918,18045,1,0,13,Fountain
2919,18045,0,0,5,Fountain
2920,18045,1,0,5,Fountain
2921,18045,1,0,7,Fountain
2922,18045,0,0,7,Fountain
2923,18045,1,0,3,Fountain
2924,18045,1,0,1,Fountain
2925,18045,0,0,6,Fountain
2926,18045,0,0,5,Fountain
2927,18045,0,0,11,Fountain
2928,18045,0,0,12,Fountain
2929,18045,1,0,29,Fountain
2930,18045,1,0,3,Fountain
2931,18045,0,0,5,Fountain
2932,18045,0,0,23,Fountain
2933,18045,0,0,8,Fountain
2934,18045,0,0,11,Fountain
2935,18045,0,0,18,Fountain
2936,18045,0,0,25,Fountain
2937,18045,0,0,5,Fountain
2938,18045,0,0,3,Fountain
2939,18045,0,0,13,Fountain
2940,18045,0,0,18,Fountain
2941,18045,1,0,13,Fountain
2942,18045,0,0,29,Fountain
2943,18045,0,0,9,Fountain
2944,18045,1,0,10,Fountain
2945,18045,1,0,3,Fountain
2946,18045,0,0,5,Fountain
2947,18045,0,0,11,Fountain
2948,18045,0,0,11,Fountain
2949,18045,1,0,8,Fountain
2950,18045,1,0,20,Fountain
2951,18045,0,0,4,Fountain
2952,18045,0,0,4,Fountain
2953,18045,1,0,20,Fountain
2954,18045,0,0,8,Fountain
2955,18045,0,0,15,Fountain
2956,18045,0,0,15,Fountain
2957,18045,0,0,17,Fountain
2958,18045,0,0,12,Fountain
2959,18045,0,0,4,Fountain
2960,18045,1,0,22,Fountain
2961,18045,0,0,7,Fountain
2962,18045,0,0,10,Fountain
2963,18045,0,0,16,Fountain
2964,18045,0,0,49,Fountain
2965,18045,1,0,83,Fountain
2966,18045,0,0,2,Fountain
2967,18045,0,0,26,Fountain
2968,18045,0,0,15,Fountain
2969,18045,0,0,9,Fountain
2970,18045,0,0,13,Fountain
2971,18045,0,0,17,Fountain
2972,18045,0,0,4,Fountain
2973,18045,0,0,4,Fountain
2974,18045,0,0,25,Fountain
2975,18045,0,0,9,Fountain
2976,18045,1,0,8,Fountain
2977,18045,0,0,11,Fountain
2978,18045,1,0,15,Fountain
2979,18045,1,0,7,Fountain
2980,18045,0,0,2,Fountain
2981,18045,0,0,15,Fountain
2982,18045,1,0,11,Fountain
2983,18045,1,0,10,Fountain
2984,18045,1,0,21,Fountain
2985,18045,0,0,6,Fountain
2986,18045,1,0,4,Fountain
2987,18045,1,0,6,Fountain
2988,18045,0,0,16,Fountain
2989,18045,0,0,2,Fountain
2990,18045,1,0,0,Fountain
2991,18047,0,0,0,Franklin
2992,18047,0,0,0,Franklin
2993,18047,0,0,0,Franklin
2994,18047,0,0,0,Franklin
2995,18047,0,0,0,Franklin
2996,18047,0,0,0,Franklin
2997,18047,0,0,0,Franklin
2998,18047,0,0,0,Franklin
2999,18047,0,0,0,Franklin
3000,18047,0,0,0,Franklin
3001,18047,0,0,1,Franklin
3002,18047,0,0,0,Franklin
3003,18047,0,0,2,Franklin
3004,18047,0,0,1,Franklin
3005,18047,0,0,2,Franklin
3006,18047,2,0,5,Franklin
3007,18047,0,0,4,Franklin
3008,18047,0,0,7,Franklin
3009,18047,0,0,15,Franklin
3010,18047,0,0,6,Franklin
3011,18047,2,0,4,Franklin
3012,18047,0,0,6,Franklin
3013,18047,5,0,7,Franklin
3014,18047,0,1,6,Franklin
3015,18047,7,0,7,Franklin
3016,18047,7,0,13,Franklin
3017,18047,3,1,13,Franklin
3018,18047,4,2,5,Franklin
3019,18047,2,0,3,Franklin
3020,18047,8,0,7,Franklin
3021,18047,3,1,4,Franklin
3022,18047,4,1,4,Franklin
3023,18047,4,0,6,Franklin
3024,18047,3,1,11,Franklin
3025,18047,4,0,0,Franklin
3026,18047,4,0,0,Franklin
3027,18047,5,0,7,Franklin
3028,18047,2,0,1,Franklin
3029,18047,2,0,4,Franklin
3030,18047,1,0,6,Franklin
3031,18047,2,0,5,Franklin
3032,18047,4,0,0,Franklin
3033,18047,1,0,0,Franklin
3034,18047,6,0,5,Franklin
3035,18047,1,0,4,Franklin
3036,18047,0,0,2,Franklin
3037,18047,1,0,1,Franklin
3038,18047,1,0,7,Franklin
3039,18047,0,0,2,Franklin
3040,18047,2,0,1,Franklin
3041,18047,1,0,8,Franklin
3042,18047,0,0,4,Franklin
3043,18047,0,0,8,Franklin
3044,18047,0,0,3,Franklin
3045,18047,2,0,3,Franklin
3046,18047,0,0,3,Franklin
3047,18047,0,0,2,Franklin
3048,18047,1,0,3,Franklin
3049,18047,1,0,15,Franklin
3050,18047,1,0,3,Franklin
3051,18047,0,0,9,Franklin
3052,18047,0,0,4,Franklin
3053,18047,0,0,8,Franklin
3054,18047,2,0,1,Franklin
3055,18047,0,0,6,Franklin
3056,18047,2,0,5,Franklin
3057,18047,0,0,6,Franklin
3058,18047,3,0,6,Franklin
3059,18047,0,0,12,Franklin
3060,18047,0,0,2,Franklin
3061,18047,2,0,1,Franklin
3062,18047,0,0,9,Franklin
3063,18047,0,0,10,Franklin
3064,18047,1,0,8,Franklin
3065,18047,0,0,10,Franklin
3066,18047,0,0,20,Franklin
3067,18047,0,0,3,Franklin
3068,18047,0,0,0,Franklin
3069,18047,0,0,7,Franklin
3070,18047,0,0,4,Franklin
3071,18047,1,0,7,Franklin
3072,18047,0,1,8,Franklin
3073,18047,1,0,13,Franklin
3074,18047,0,0,2,Franklin
3075,18047,0,0,2,Franklin
3076,18047,0,0,0,Franklin
3077,18047,0,0,13,Franklin
3078,18047,1,0,18,Franklin
3079,18047,0,0,40,Franklin
3080,18047,1,0,39,Franklin
3081,18047,0,0,20,Franklin
3082,18047,0,0,28,Franklin
3083,18047,0,0,9,Franklin
3084,18047,5,0,8,Franklin
3085,18047,1,0,9,Franklin
3086,18047,1,0,14,Franklin
3087,18047,0,0,13,Franklin
3088,18047,0,0,11,Franklin
3089,18047,1,0,4,Franklin
3090,18047,1,0,10,Franklin
3091,18047,0,0,14,Franklin
3092,18047,0,0,10,Franklin
3093,18047,0,0,13,Franklin
3094,18047,0,0,21,Franklin
3095,18047,1,0,7,Franklin
3096,18047,0,0,1,Franklin
3097,18047,1,0,15,Franklin
3098,18047,0,0,40,Franklin
3099,18047,0,0,16,Franklin
3100,18047,0,0,18,Franklin
3101,18047,0,0,10,Franklin
3102,18047,1,0,3,Franklin
3103,18047,0,0,4,Franklin
3104,18047,0,0,14,Franklin
3105,18047,0,0,15,Franklin
3106,18047,0,0,12,Franklin
3107,18047,2,0,10,Franklin
3108,18047,0,0,17,Franklin
3109,18047,0,0,4,Franklin
3110,18047,0,0,1,Franklin
3111,18047,0,0,12,Franklin
3112,18047,0,0,14,Franklin
3113,18047,0,0,14,Franklin
3114,18047,0,0,13,Franklin
3115,18047,0,0,8,Franklin
3116,18047,0,0,1,Franklin
3117,18047,0,0,1,Franklin
3118,18047,2,0,9,Franklin
3119,18047,0,0,2,Franklin
3120,18047,1,0,0,Franklin
3121,18049,0,0,0,Fulton
3122,18049,0,0,0,Fulton
3123,18049,0,0,0,Fulton
3124,18049,0,0,0,Fulton
3125,18049,0,0,0,Fulton
3126,18049,0,0,0,Fulton
3127,18049,0,0,0,Fulton
3128,18049,0,0,0,Fulton
3129,18049,0,0,0,Fulton
3130,18049,0,0,0,Fulton
3131,18049,0,0,0,Fulton
3132,18049,0,0,0,Fulton
3133,18049,0,0,0,Fulton
3134,18049,0,0,0,Fulton
3135,18049,0,0,0,Fulton
3136,18049,0,0,4,Fulton
3137,18049,0,0,4,Fulton
3138,18049,0,0,1,Fulton
3139,18049,0,0,2,Fulton
3140,18049,0,0,2,Fulton
3141,18049,0,0,1,Fulton
3142,18049,0,0,0,Fulton
3143,18049,0,0,2,Fulton
3144,18049,0,0,1,Fulton
3145,18049,0,0,3,Fulton
3146,18049,1,0,4,Fulton
3147,18049,0,0,3,Fulton
3148,18049,0,0,1,Fulton
3149,18049,0,0,1,Fulton
3150,18049,0,0,3,Fulton
3151,18049,0,0,1,Fulton
3152,18049,0,0,4,Fulton
3153,18049,0,0,3,Fulton
3154,18049,1,0,3,Fulton
3155,18049,0,0,2,Fulton
3156,18049,1,0,1,Fulton
3157,18049,0,0,5,Fulton
3158,18049,0,0,1,Fulton
3159,18049,0,0,3,Fulton
3160,18049,0,0,10,Fulton
3161,18049,0,0,1,Fulton
3162,18049,0,0,0,Fulton
3163,18049,0,0,2,Fulton
3164,18049,0,0,4,Fulton
3165,18049,0,0,0,Fulton
3166,18049,0,0,4,Fulton
3167,18049,1,0,8,Fulton
3168,18049,1,0,4,Fulton
3169,18049,1,0,5,Fulton
3170,18049,0,0,0,Fulton
3171,18049,0,0,12,Fulton
3172,18049,0,0,2,Fulton
3173,18049,1,0,6,Fulton
3174,18049,0,0,32,Fulton
3175,18049,3,0,20,Fulton
3176,18049,4,1,7,Fulton
3177,18049,10,0,4,Fulton
3178,18049,2,0,8,Fulton
3179,18049,0,0,13,Fulton
3180,18049,1,0,31,Fulton
3181,18049,3,0,26,Fulton
3182,18049,1,0,25,Fulton
3183,18049,2,0,6,Fulton
3184,18049,0,0,3,Fulton
3185,18049,1,0,12,Fulton
3186,18049,0,0,12,Fulton
3187,18049,0,0,13,Fulton
3188,18049,0,0,10,Fulton
3189,18049,1,0,17,Fulton
3190,18049,1,0,10,Fulton
3191,18049,0,0,1,Fulton
3192,18049,1,0,17,Fulton
3193,18049,0,0,16,Fulton
3194,18049,1,0,29,Fulton
3195,18049,0,0,15,Fulton
3196,18049,4,0,11,Fulton
3197,18049,1,0,5,Fulton
3198,18049,1,0,3,Fulton
3199,18049,1,0,17,Fulton
3200,18049,1,0,15,Fulton
3201,18049,0,0,9,Fulton
3202,18049,0,0,17,Fulton
3203,18049,0,0,12,Fulton
3204,18049,0,0,3,Fulton
3205,18049,1,0,5,Fulton
3206,18049,0,0,9,Fulton
3207,18049,0,0,23,Fulton
3208,18049,0,0,10,Fulton
3209,18049,1,0,13,Fulton
3210,18049,0,0,19,Fulton
3211,18049,0,0,5,Fulton
3212,18049,0,0,5,Fulton
3213,18049,0,0,25,Fulton
3214,18049,1,0,11,Fulton
3215,18049,1,0,22,Fulton
3216,18049,1,0,14,Fulton
3217,18049,0,0,38,Fulton
3218,18049,0,0,9,Fulton
3219,18049,0,0,5,Fulton
3220,18049,0,0,25,Fulton
3221,18049,0,0,20,Fulton
3222,18049,1,0,24,Fulton
3223,18049,1,0,20,Fulton
3224,18049,0,0,36,Fulton
3225,18049,1,0,6,Fulton
3226,18049,0,0,3,Fulton
3227,18049,2,0,32,Fulton
3228,18049,0,0,25,Fulton
3229,18049,2,0,33,Fulton
3230,18049,2,0,75,Fulton
3231,18049,2,0,70,Fulton
3232,18049,1,0,8,Fulton
3233,18049,0,0,2,Fulton
3234,18049,1,0,21,Fulton
3235,18049,1,0,15,Fulton
3236,18049,0,0,20,Fulton
3237,18049,0,0,17,Fulton
3238,18049,1,0,28,Fulton
3239,18049,0,0,5,Fulton
3240,18049,0,0,8,Fulton
3241,18049,1,0,20,Fulton
3242,18049,0,0,28,Fulton
3243,18049,0,0,27,Fulton
3244,18049,2,0,13,Fulton
3245,18049,0,0,1,Fulton
3246,18049,1,0,5,Fulton
3247,18049,2,0,8,Fulton
3248,18049,0,0,7,Fulton
3249,18049,0,0,2,Fulton
3250,18049,1,0,0,Fulton
3251,18051,0,0,0,Gibson
3252,18051,0,0,0,Gibson
3253,18051,0,0,0,Gibson
3254,18051,0,0,0,Gibson
3255,18051,0,0,0,Gibson
3256,18051,0,0,0,Gibson
3257,18051,0,0,0,Gibson
3258,18051,0,0,0,Gibson
3259,18051,0,0,0,Gibson
3260,18051,0,0,0,Gibson
3261,18051,0,0,0,Gibson
3262,18051,0,0,0,Gibson
3263,18051,0,0,0,Gibson
3264,18051,0,0,0,Gibson
3265,18051,0,0,0,Gibson
3266,18051,0,0,3,Gibson
3267,18051,0,0,1,Gibson
3268,18051,0,0,1,Gibson
3269,18051,0,0,4,Gibson
3270,18051,0,0,0,Gibson
3271,18051,0,0,1,Gibson
3272,18051,0,0,2,Gibson
3273,18051,2,0,3,Gibson
3274,18051,0,0,1,Gibson
3275,18051,1,0,3,Gibson
3276,18051,0,0,1,Gibson
3277,18051,1,0,3,Gibson
3278,18051,0,0,0,Gibson
3279,18051,0,0,0,Gibson
3280,18051,0,0,1,Gibson
3281,18051,0,0,1,Gibson
3282,18051,0,0,3,Gibson
3283,18051,0,0,2,Gibson
3284,18051,0,0,0,Gibson
3285,18051,0,0,4,Gibson
3286,18051,0,0,3,Gibson
3287,18051,0,0,5,Gibson
3288,18051,0,0,4,Gibson
3289,18051,0,0,1,Gibson
3290,18051,0,0,2,Gibson
3291,18051,0,0,4,Gibson
3292,18051,0,0,2,Gibson
3293,18051,0,0,3,Gibson
3294,18051,0,0,6,Gibson
3295,18051,0,0,8,Gibson
3296,18051,0,0,6,Gibson
3297,18051,0,0,8,Gibson
3298,18051,1,0,6,Gibson
3299,18051,0,0,3,Gibson
3300,18051,0,0,1,Gibson
3301,18051,0,0,5,Gibson
3302,18051,0,0,7,Gibson
3303,18051,1,0,4,Gibson
3304,18051,0,0,5,Gibson
3305,18051,0,0,6,Gibson
3306,18051,0,0,7,Gibson
3307,18051,0,0,6,Gibson
3308,18051,0,0,8,Gibson
3309,18051,0,0,12,Gibson
3310,18051,1,0,9,Gibson
3311,18051,0,0,8,Gibson
3312,18051,0,0,9,Gibson
3313,18051,0,0,7,Gibson
3314,18051,0,0,3,Gibson
3315,18051,0,0,28,Gibson
3316,18051,0,0,12,Gibson
3317,18051,0,0,29,Gibson
3318,18051,0,0,15,Gibson
3319,18051,0,0,17,Gibson
3320,18051,1,0,10,Gibson
3321,18051,0,0,4,Gibson
3322,18051,0,0,11,Gibson
3323,18051,0,0,6,Gibson
3324,18051,0,0,6,Gibson
3325,18051,1,0,12,Gibson
3326,18051,1,1,17,Gibson
3327,18051,0,0,9,Gibson
3328,18051,0,0,3,Gibson
3329,18051,0,0,25,Gibson
3330,18051,1,0,7,Gibson
3331,18051,2,0,32,Gibson
3332,18051,0,1,48,Gibson
3333,18051,0,0,24,Gibson
3334,18051,0,0,11,Gibson
3335,18051,0,0,9,Gibson
3336,18051,0,0,3,Gibson
3337,18051,1,0,31,Gibson
3338,18051,0,0,17,Gibson
3339,18051,0,0,27,Gibson
3340,18051,1,0,58,Gibson
3341,18051,2,0,44,Gibson
3342,18051,0,0,51,Gibson
3343,18051,1,0,30,Gibson
3344,18051,1,0,17,Gibson
3345,18051,0,0,63,Gibson
3346,18051,0,0,23,Gibson
3347,18051,1,0,36,Gibson
3348,18051,0,0,11,Gibson
3349,18051,0,0,9,Gibson
3350,18051,1,0,39,Gibson
3351,18051,0,0,19,Gibson
3352,18051,1,0,30,Gibson
3353,18051,0,0,29,Gibson
3354,18051,0,0,17,Gibson
