_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,405,4,5177,Adams
2,18003,7320,213,73111,Allen
3,18005,1312,57,18495,Bartholomew
4,18007,95,0,1944,Benton
5,18009,169,3,2340,Blackford
6,18011,1131,48,15157,Boone
7,18013,123,3,2112,Brown
8,18015,300,13,3742,Carroll
9,18017,2153,16,10429,Cass
10,18019,2641,57,25696,Clark
11,18021,385,6,5078,Clay
12,18023,754,14,9311,Clinton
13,18025,133,1,1964,Crawford
14,18027,767,31,5814,Daviess
15,18029,812,28,9865,Dearborn
16,18031,483,39,5253,Decatur
17,18033,621,11,6688,De Kalb
18,18035,2537,72,24347,Delaware
19,18037,1229,21,9219,Dubois
20,18039,7773,126,55616,Elkhart
21,18041,518,14,5131,Fayette
22,18043,1631,65,16739,Floyd
23,18045,229,2,3191,Fountain
24,18047,335,25,2743,Franklin
25,18049,295,2,3887,Fulton
26,18051,763,9,6285,Gibson
27,18053,1105,38,14073,Grant
28,18055,474,36,6365,Greene
29,18057,5603,112,82092,Hamilton
30,18059,1074,44,17924,Hancock
31,18061,689,24,8068,Harrison
32,18063,3005,128,33104,Hendricks
33,18065,1072,27,10165,Henry
34,18067,1507,66,18310,Howard
35,18069,347,5,7381,Huntington
36,18071,964,10,8464,Jackson
37,18073,472,3,6670,Jasper
38,18075,250,4,3053,Jay
39,18077,314,4,6219,Jefferson
40,18079,345,13,4214,Jennings
41,18081,2820,127,33855,Johnson
42,18083,615,10,6151,Knox
43,18085,1545,19,15124,Kosciusko
44,18087,734,14,3992,Lagrange
45,18089,12189,340,107869,Lake
46,18091,1928,50,24861,La Porte
47,18093,665,31,7701,Lawrence
48,18095,2084,84,23546,Madison
49,18097,23611,774,227654,Marion
50,18099,1218,26,12686,Marshall
51,18101,185,0,1785,Martin
52,18103,512,4,7694,Miami
53,18105,3067,38,49289,Monroe
54,18107,540,22,7649,Montgomery
55,18109,853,40,12192,Morgan
56,18111,191,11,1965,Newton
57,18113,1035,33,9945,Noble
58,18115,94,7,1250,Ohio
59,18117,350,24,3663,Orange
60,18119,184,1,4709,Owen
61,18121,182,2,2793,Parke
62,18123,259,13,4198,Perry
63,18125,292,8,2049,Pike
64,18127,2698,47,33191,Porter
65,18129,621,3,5152,Posey
66,18131,125,1,2296,Pulaski
67,18133,671,15,7359,Putnam
68,18135,292,8,4593,Randolph
69,18137,382,8,5768,Ripley
70,18139,175,4,3175,Rush
71,18141,8191,148,87568,St. Joseph
72,18143,482,12,5691,Scott
73,18145,733,29,8453,Shelby
74,18147,344,6,3301,Spencer
75,18149,354,7,4075,Starke
76,18151,536,9,5495,Steuben
77,18153,387,12,4280,Sullivan
78,18155,76,0,1725,Switzerland
79,18157,3244,13,60706,Tippecanoe
80,18159,256,23,2741,Tipton
81,18161,88,0,1536,Union
82,18163,5123,46,50884,Vanderburgh
83,18165,175,1,3038,Vermillion
84,18167,2285,31,23921,Vigo
85,18169,330,9,5439,Wabash
86,18171,60,1,1010,Warren
87,18173,1763,58,15749,Warrick
88,18175,317,2,4054,Washington
89,18177,1020,18,15920,Wayne
90,18179,344,5,4851,Wells
91,18181,530,15,5924,White
92,18183,379,6,5109,Whitley
