_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,53,1,1533,Adams
2,18003,3035,138,30827,Allen
3,18005,612,45,7484,Bartholomew
4,18007,51,0,678,Benton
5,18009,42,2,963,Blackford
6,18011,506,44,6101,Boone
7,18013,47,1,674,Brown
8,18015,116,2,1799,Carroll
9,18017,1656,9,5763,Cass
10,18019,744,44,8559,Clark
11,18021,69,5,1912,Clay
12,18023,298,3,4138,Clinton
13,18025,36,0,688,Crawford
14,18027,156,17,2146,Daviess
15,18029,296,25,4119,Dearborn
16,18031,259,32,2412,Decatur
17,18033,172,4,2588,De Kalb
18,18035,492,52,9056,Delaware
19,18037,370,7,3697,Dubois
20,18039,3834,62,27749,Elkhart
21,18041,114,7,1880,Fayette
22,18043,442,44,6112,Floyd
23,18045,41,2,1133,Fountain
24,18047,132,8,1039,Franklin
25,18049,83,1,1482,Fulton
26,18051,141,2,2474,Gibson
27,18053,367,27,5679,Grant
28,18055,202,33,2447,Greene
29,18057,1829,101,32360,Hamilton
30,18059,480,36,7375,Hancock
31,18061,222,22,2757,Harrison
32,18063,1501,102,13297,Hendricks
33,18065,309,18,4602,Henry
34,18067,636,58,6746,Howard
35,18069,98,2,2822,Huntington
36,18071,486,3,4018,Jackson
37,18073,144,2,2771,Jasper
38,18075,72,0,1200,Jay
39,18077,111,2,2694,Jefferson
40,18079,182,12,1733,Jennings
41,18081,1394,118,13695,Johnson
42,18083,78,0,2276,Knox
43,18085,605,5,6349,Kosciusko
44,18087,494,10,2271,Lagrange
45,18089,5919,252,48492,Lake
46,18091,658,28,9387,La Porte
47,18093,259,25,3607,Lawrence
48,18095,700,64,8413,Madison
49,18097,12361,701,98813,Marion
50,18099,623,12,5414,Marshall
51,18101,30,0,587,Martin
52,18103,203,2,2910,Miami
53,18105,400,28,10359,Monroe
54,18107,303,20,3197,Montgomery
55,18109,353,31,5128,Morgan
56,18111,101,10,791,Newton
57,18113,536,28,4891,Noble
58,18115,26,0,430,Ohio
59,18117,142,24,1387,Orange
60,18119,54,1,1837,Owen
61,18121,28,0,952,Parke
62,18123,153,11,1644,Perry
63,18125,16,0,714,Pike
64,18127,886,38,12008,Porter
65,18129,82,0,1625,Posey
66,18131,67,1,1090,Pulaski
67,18133,180,8,2953,Putnam
68,18135,81,4,1893,Randolph
69,18137,145,7,2323,Ripley
70,18139,65,3,1326,Rush
71,18141,2321,71,31844,St. Joseph
72,18143,174,9,2776,Scott
73,18145,466,25,4267,Shelby
74,18147,79,1,1181,Spencer
75,18149,127,4,1539,Starke
76,18151,144,3,2033,Steuben
77,18153,62,1,1731,Sullivan
78,18155,33,0,565,Switzerland
79,18157,814,10,15131,Tippecanoe
80,18159,35,1,1014,Tipton
81,18161,17,0,564,Union
82,18163,963,6,18344,Vanderburgh
83,18165,20,0,921,Vermillion
84,18167,273,8,7658,Vigo
85,18169,123,3,2622,Wabash
86,18171,16,1,341,Warren
87,18173,300,29,4856,Warrick
88,18175,70,1,1504,Washington
89,18177,181,6,5987,Wayne
90,18179,88,1,1828,Wells
91,18181,284,10,2755,White
92,18183,112,6,1828,Whitley
