_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46502,Suppressed,Suppressed,Suppressed
2,46922,Suppressed,Suppressed,Suppressed
3,46998,Suppressed,Suppressed,Suppressed
4,47034,Suppressed,Suppressed,Suppressed
5,47035,Suppressed,Suppressed,Suppressed
6,47869,Suppressed,Suppressed,Suppressed
7,47907,Suppressed,Suppressed,Suppressed
8,47997,Suppressed,Suppressed,Suppressed
9,46045,Suppressed,Suppressed,Suppressed
10,46047,Suppressed,Suppressed,Suppressed
11,46063,Suppressed,Suppressed,Suppressed
12,46146,Suppressed,Suppressed,Suppressed
13,46508,Suppressed,Suppressed,Suppressed
14,46704,Suppressed,Suppressed,Suppressed
15,46946,Suppressed,Suppressed,Suppressed
16,46958,Suppressed,Suppressed,Suppressed
17,47160,Suppressed,Suppressed,Suppressed
18,47247,Suppressed,Suppressed,Suppressed
19,47337,Suppressed,Suppressed,Suppressed
20,47344,Suppressed,Suppressed,Suppressed
21,47361,Suppressed,Suppressed,Suppressed
22,47367,Suppressed,Suppressed,Suppressed
23,47420,Suppressed,Suppressed,Suppressed
24,47519,Suppressed,Suppressed,Suppressed
25,47552,Suppressed,Suppressed,Suppressed
26,47576,Suppressed,Suppressed,Suppressed
27,47853,Suppressed,Suppressed,Suppressed
28,47863,Suppressed,Suppressed,Suppressed
29,47871,Suppressed,Suppressed,Suppressed
30,47880,Suppressed,Suppressed,Suppressed
31,47884,Suppressed,Suppressed,Suppressed
32,47925,Suppressed,Suppressed,Suppressed
33,47969,Suppressed,Suppressed,Suppressed
34,46144,Suppressed,Suppressed,Suppressed
35,46183,Suppressed,Suppressed,Suppressed
36,47263,Suppressed,Suppressed,Suppressed
37,47282,Suppressed,Suppressed,Suppressed
38,47335,Suppressed,Suppressed,Suppressed
39,47382,Suppressed,Suppressed,Suppressed
40,47388,Suppressed,Suppressed,Suppressed
41,47437,Suppressed,Suppressed,Suppressed
42,47580,Suppressed,Suppressed,Suppressed
43,46111,Suppressed,Suppressed,Suppressed
44,46117,Suppressed,Suppressed,Suppressed
45,46127,Suppressed,Suppressed,Suppressed
46,46376,Suppressed,Suppressed,Suppressed
47,46381,Suppressed,Suppressed,Suppressed
48,46537,Suppressed,Suppressed,Suppressed
49,47224,Suppressed,Suppressed,Suppressed
50,47616,Suppressed,Suppressed,Suppressed
51,47980,Suppressed,Suppressed,Suppressed
52,46104,Suppressed,Suppressed,Suppressed
53,46110,Suppressed,Suppressed,Suppressed
54,46125,Suppressed,Suppressed,Suppressed
55,46290,Suppressed,Suppressed,Suppressed
56,46393,Suppressed,Suppressed,Suppressed
57,46595,Suppressed,Suppressed,Suppressed
58,46781,Suppressed,Suppressed,Suppressed
59,46786,Suppressed,Suppressed,Suppressed
60,46930,Suppressed,Suppressed,Suppressed
61,46957,Suppressed,Suppressed,Suppressed
62,46961,Suppressed,Suppressed,Suppressed
63,47016,Suppressed,Suppressed,Suppressed
64,47114,Suppressed,Suppressed,Suppressed
65,47354,Suppressed,Suppressed,Suppressed
66,47386,Suppressed,Suppressed,Suppressed
67,47453,Suppressed,Suppressed,Suppressed
68,47528,Suppressed,Suppressed,Suppressed
69,47550,Suppressed,Suppressed,Suppressed
70,47568,Suppressed,Suppressed,Suppressed
