_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46922,Suppressed,Suppressed,Suppressed
2,46998,Suppressed,Suppressed,Suppressed
3,47034,Suppressed,Suppressed,Suppressed
4,46146,Suppressed,Suppressed,Suppressed
5,46704,Suppressed,Suppressed,Suppressed
6,46946,Suppressed,Suppressed,Suppressed
7,46958,Suppressed,Suppressed,Suppressed
8,47160,Suppressed,Suppressed,Suppressed
9,47247,Suppressed,Suppressed,Suppressed
10,47337,Suppressed,Suppressed,Suppressed
11,47344,Suppressed,Suppressed,Suppressed
12,47361,Suppressed,Suppressed,Suppressed
13,47552,Suppressed,Suppressed,Suppressed
14,47576,Suppressed,Suppressed,Suppressed
15,47853,Suppressed,Suppressed,Suppressed
16,47871,Suppressed,Suppressed,Suppressed
17,47925,Suppressed,Suppressed,Suppressed
18,46144,Suppressed,Suppressed,Suppressed
19,46183,Suppressed,Suppressed,Suppressed
20,47282,Suppressed,Suppressed,Suppressed
21,47335,Suppressed,Suppressed,Suppressed
22,47580,Suppressed,Suppressed,Suppressed
23,46111,Suppressed,Suppressed,Suppressed
24,46117,Suppressed,Suppressed,Suppressed
25,46127,Suppressed,Suppressed,Suppressed
26,46376,Suppressed,Suppressed,Suppressed
27,46381,Suppressed,Suppressed,Suppressed
28,46537,Suppressed,Suppressed,Suppressed
29,47224,Suppressed,Suppressed,Suppressed
30,47980,Suppressed,Suppressed,Suppressed
31,46104,Suppressed,Suppressed,Suppressed
32,46110,Suppressed,Suppressed,Suppressed
33,46393,Suppressed,Suppressed,Suppressed
34,46781,Suppressed,Suppressed,Suppressed
35,46930,Suppressed,Suppressed,Suppressed
36,46957,Suppressed,Suppressed,Suppressed
37,46961,Suppressed,Suppressed,Suppressed
38,47016,Suppressed,Suppressed,Suppressed
39,47114,Suppressed,Suppressed,Suppressed
40,47354,Suppressed,Suppressed,Suppressed
41,47386,Suppressed,Suppressed,Suppressed
42,47528,Suppressed,Suppressed,Suppressed
43,47550,Suppressed,Suppressed,Suppressed
44,47568,Suppressed,Suppressed,Suppressed
45,47837,Suppressed,Suppressed,Suppressed
46,47861,Suppressed,Suppressed,Suppressed
47,47866,Suppressed,Suppressed,Suppressed
48,47983,Suppressed,Suppressed,Suppressed
49,47994,Suppressed,Suppressed,Suppressed
50,46103,Suppressed,Suppressed,Suppressed
51,46348,Suppressed,Suppressed,Suppressed
52,46377,Suppressed,Suppressed,Suppressed
53,46731,Suppressed,Suppressed,Suppressed
54,46920,Suppressed,Suppressed,Suppressed
55,46943,Suppressed,Suppressed,Suppressed
56,47123,Suppressed,Suppressed,Suppressed
57,47162,Suppressed,Suppressed,Suppressed
58,47226,Suppressed,Suppressed,Suppressed
59,47612,Suppressed,Suppressed,Suppressed
60,47854,Suppressed,Suppressed,Suppressed
61,47881,Suppressed,Suppressed,Suppressed
62,47955,Suppressed,Suppressed,Suppressed
63,47981,Suppressed,Suppressed,Suppressed
64,46915,Suppressed,Suppressed,Suppressed
65,46931,Suppressed,Suppressed,Suppressed
66,47116,Suppressed,Suppressed,Suppressed
67,47120,Suppressed,Suppressed,Suppressed
68,47351,Suppressed,Suppressed,Suppressed
69,47431,Suppressed,Suppressed,Suppressed
70,47537,Suppressed,Suppressed,Suppressed
71,47590,Suppressed,Suppressed,Suppressed
72,47849,Suppressed,Suppressed,Suppressed
73,47857,Suppressed,Suppressed,Suppressed
74,47942,Suppressed,Suppressed,Suppressed
75,47949,Suppressed,Suppressed,Suppressed
76,47965,Suppressed,Suppressed,Suppressed
77,46057,Suppressed,Suppressed,Suppressed
78,46058,10,2149,0.465300
79,46150,Suppressed,Suppressed,Suppressed
80,46791,Suppressed,Suppressed,Suppressed
81,46913,Suppressed,Suppressed,Suppressed
82,46959,Suppressed,Suppressed,Suppressed
83,46987,Suppressed,Suppressed,Suppressed
84,46988,Suppressed,Suppressed,Suppressed
85,47010,Suppressed,Suppressed,Suppressed
86,47036,Suppressed,Suppressed,Suppressed
87,47270,Suppressed,Suppressed,Suppressed
88,47280,Suppressed,Suppressed,Suppressed
89,47325,Suppressed,Suppressed,Suppressed
90,47385,6,1612,0.372200
91,47449,Suppressed,Suppressed,Suppressed
92,47451,Suppressed,Suppressed,Suppressed
93,47465,Suppressed,Suppressed,Suppressed
94,47529,Suppressed,Suppressed,Suppressed
95,47578,Suppressed,Suppressed,Suppressed
96,47597,Suppressed,Suppressed,Suppressed
97,47876,Suppressed,Suppressed,Suppressed
98,47943,Suppressed,Suppressed,Suppressed
99,46070,34,2351,1.446100
100,46162,Suppressed,Suppressed,Suppressed
101,46175,Suppressed,Suppressed,Suppressed
102,46745,8,1841,0.434500
103,46974,Suppressed,Suppressed,Suppressed
104,47011,Suppressed,Suppressed,Suppressed
105,47017,Suppressed,Suppressed,Suppressed
106,47110,Suppressed,Suppressed,Suppressed
107,47223,Suppressed,Suppressed,Suppressed
108,47234,Suppressed,Suppressed,Suppressed
109,47244,Suppressed,Suppressed,Suppressed
110,47427,Suppressed,Suppressed,Suppressed
111,47469,5,1749,0.285800
112,47513,5,1841,0.271500
113,47516,Suppressed,Suppressed,Suppressed
114,47521,Suppressed,Suppressed,Suppressed
115,47585,Suppressed,Suppressed,Suppressed
116,47967,Suppressed,Suppressed,Suppressed
117,46076,7,1696,0.412700
118,46216,11,1697,0.648200
119,46301,Suppressed,Suppressed,Suppressed
120,46340,Suppressed,Suppressed,Suppressed
121,46365,Suppressed,Suppressed,Suppressed
122,46747,8,2693,0.297000
123,47003,Suppressed,Suppressed,Suppressed
124,47339,Suppressed,Suppressed,Suppressed
125,47342,6,2693,0.222700
126,47369,Suppressed,Suppressed,Suppressed
127,47387,Suppressed,Suppressed,Suppressed
128,47468,Suppressed,Suppressed,Suppressed
129,47470,6,1735,0.345800
130,47514,9,1559,0.577200
131,47575,Suppressed,Suppressed,Suppressed
132,47577,Suppressed,Suppressed,Suppressed
133,47611,Suppressed,Suppressed,Suppressed
134,47619,Suppressed,Suppressed,Suppressed
135,47631,Suppressed,Suppressed,Suppressed
136,47708,Suppressed,Suppressed,Suppressed
137,47832,Suppressed,Suppressed,Suppressed
138,47929,Suppressed,Suppressed,Suppressed
139,47930,Suppressed,Suppressed,Suppressed
140,46017,18,6025,0.298700
141,46035,Suppressed,Suppressed,Suppressed
142,46950,Suppressed,Suppressed,Suppressed
143,47135,Suppressed,Suppressed,Suppressed
144,47163,8,1746,0.458100
145,47231,Suppressed,Suppressed,Suppressed
146,47264,Suppressed,Suppressed,Suppressed
147,47360,Suppressed,Suppressed,Suppressed
148,47541,Suppressed,Suppressed,Suppressed
149,47557,Suppressed,Suppressed,Suppressed
150,47848,Suppressed,Suppressed,Suppressed
151,47917,Suppressed,Suppressed,Suppressed
152,47921,Suppressed,Suppressed,Suppressed
153,47926,Suppressed,Suppressed,Suppressed
154,47940,Suppressed,Suppressed,Suppressed
155,47989,Suppressed,Suppressed,Suppressed
156,46068,5,2850,0.175400
157,46105,12,1928,0.622400
158,46156,Suppressed,Suppressed,Suppressed
159,46165,Suppressed,Suppressed,Suppressed
160,46531,Suppressed,Suppressed,Suppressed
161,46571,68,5532,1.229200
162,46702,Suppressed,Suppressed,Suppressed
163,46764,Suppressed,Suppressed,Suppressed
164,46766,Suppressed,Suppressed,Suppressed
165,46776,Suppressed,Suppressed,Suppressed
166,46788,14,3260,0.429400
167,46990,Suppressed,Suppressed,Suppressed
168,47038,Suppressed,Suppressed,Suppressed
169,47166,Suppressed,Suppressed,Suppressed
170,47345,Suppressed,Suppressed,Suppressed
171,47352,Suppressed,Suppressed,Suppressed
172,47531,Suppressed,Suppressed,Suppressed
173,47561,Suppressed,Suppressed,Suppressed
174,47588,Suppressed,Suppressed,Suppressed
175,47649,Suppressed,Suppressed,Suppressed
176,47833,Suppressed,Suppressed,Suppressed
177,47840,Suppressed,Suppressed,Suppressed
178,47858,Suppressed,Suppressed,Suppressed
179,47862,Suppressed,Suppressed,Suppressed
180,47941,Suppressed,Suppressed,Suppressed
181,47951,Suppressed,Suppressed,Suppressed
182,47968,Suppressed,Suppressed,Suppressed
183,47992,Suppressed,Suppressed,Suppressed
184,46133,Suppressed,Suppressed,Suppressed
185,46147,20,3264,0.612700
186,46180,Suppressed,Suppressed,Suppressed
187,46763,Suppressed,Suppressed,Suppressed
188,46941,Suppressed,Suppressed,Suppressed
189,46986,Suppressed,Suppressed,Suppressed
190,46991,5,1797,0.278200
191,47115,Suppressed,Suppressed,Suppressed
192,47145,Suppressed,Suppressed,Suppressed
193,47230,8,2029,0.394200
194,47272,11,2041,0.538900
195,47273,6,1849,0.324400
196,47357,Suppressed,Suppressed,Suppressed
197,47373,Suppressed,Suppressed,Suppressed
198,47436,Suppressed,Suppressed,Suppressed
199,47527,5,1897,0.263500
200,47579,Suppressed,Suppressed,Suppressed
201,47581,11,3883,0.283200
202,47850,Suppressed,Suppressed,Suppressed
203,47922,8,1623,0.492900
204,47950,Suppressed,Suppressed,Suppressed
205,47977,Suppressed,Suppressed,Suppressed
206,47995,6,1743,0.344200
207,46030,12,3308,0.362700
208,46056,5,2246,0.222600
209,46065,7,3669,0.190700
210,46149,Suppressed,Suppressed,Suppressed
211,46374,Suppressed,Suppressed,Suppressed
212,46510,9,3631,0.247800
213,46532,5,1905,0.262400
214,46543,52,3654,1.423000
215,46737,12,7068,0.169700
216,46760,Suppressed,Suppressed,Suppressed
217,46917,15,1853,0.809400
218,46982,8,2573,0.310900
219,47326,Suppressed,Suppressed,Suppressed
220,47358,Suppressed,Suppressed,Suppressed
221,47523,5,3435,0.145500
222,47532,5,4627,0.108000
223,47598,Suppressed,Suppressed,Suppressed
224,47847,Suppressed,Suppressed,Suppressed
225,47928,Suppressed,Suppressed,Suppressed
226,47948,Suppressed,Suppressed,Suppressed
227,46039,Suppressed,Suppressed,Suppressed
228,46171,Suppressed,Suppressed,Suppressed
229,46524,16,2326,0.687800
230,46705,5,1583,0.315800
231,46730,Suppressed,Suppressed,Suppressed
232,46794,7,1587,0.441000
233,46798,Suppressed,Suppressed,Suppressed
234,46911,Suppressed,Suppressed,Suppressed
235,46939,7,2101,0.333100
236,46960,Suppressed,Suppressed,Suppressed
237,46979,21,4733,0.443600
238,46985,Suppressed,Suppressed,Suppressed
239,47020,Suppressed,Suppressed,Suppressed
240,47023,9,1636,0.550100
241,47030,7,1636,0.427800
242,47031,13,5368,0.242100
243,47037,19,4333,0.438400
244,47042,11,4504,0.244200
245,47137,Suppressed,Suppressed,Suppressed
246,47141,7,1668,0.419600
247,47340,12,2914,0.411800
248,47341,Suppressed,Suppressed,Suppressed
249,47346,7,4082,0.171400
250,47356,14,5781,0.242100
251,47456,Suppressed,Suppressed,Suppressed
252,47564,Suppressed,Suppressed,Suppressed
253,47615,Suppressed,Suppressed,Suppressed
254,46051,Suppressed,Suppressed,Suppressed
255,46160,20,6421,0.311400
256,46186,Suppressed,Suppressed,Suppressed
257,46205,236,25356,0.930700
258,46278,65,8197,0.792900
259,46311,282,20816,1.354700
260,46542,26,4198,0.619300
261,46555,5,2835,0.176300
262,46770,Suppressed,Suppressed,Suppressed
263,46773,9,3662,0.245700
264,46933,18,6414,0.280600
265,47032,14,3289,0.425600
266,47040,12,5480,0.218900
267,47041,25,6125,0.408100
268,47043,13,5250,0.247600
269,47124,10,4264,0.234500
270,47138,9,4373,0.205800
271,47164,9,3779,0.238100
272,47232,17,2839,0.598800
273,47320,8,4134,0.193500
274,47383,13,2960,0.439100
275,47394,13,8470,0.153400
276,47471,18,2727,0.660000
277,47613,Suppressed,Suppressed,Suppressed
278,47648,5,4373,0.114300
279,47868,6,2937,0.204200
280,47918,6,6321,0.094900
281,46148,19,5097,0.372700
282,46320,179,15508,1.154200
283,46327,151,12153,1.242400
284,46346,Suppressed,Suppressed,Suppressed
285,46349,11,3336,0.329700
286,46504,14,3413,0.410100
287,46554,14,4942,0.283200
288,46573,23,3565,0.645100
289,46590,13,4908,0.264800
290,46732,27,3169,0.852000
291,46740,Suppressed,Suppressed,Suppressed
292,46741,31,4647,0.667000
293,46746,41,4036,1.015800
294,46779,Suppressed,Suppressed,Suppressed
295,46785,Suppressed,Suppressed,Suppressed
296,46787,15,3893,0.385300
297,46910,19,3360,0.565400
298,46914,7,4908,0.142600
299,46928,7,4951,0.141300
