_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46502,Suppressed,Suppressed,Suppressed
2,46922,Suppressed,Suppressed,Suppressed
3,46998,Suppressed,Suppressed,Suppressed
4,47034,Suppressed,Suppressed,Suppressed
5,46047,Suppressed,Suppressed,Suppressed
6,46146,Suppressed,Suppressed,Suppressed
7,46508,Suppressed,Suppressed,Suppressed
8,46704,Suppressed,Suppressed,Suppressed
9,46946,Suppressed,Suppressed,Suppressed
10,46958,Suppressed,Suppressed,Suppressed
11,47160,Suppressed,Suppressed,Suppressed
12,47247,Suppressed,Suppressed,Suppressed
13,47337,Suppressed,Suppressed,Suppressed
14,47344,Suppressed,Suppressed,Suppressed
15,47361,Suppressed,Suppressed,Suppressed
16,47367,Suppressed,Suppressed,Suppressed
17,47420,Suppressed,Suppressed,Suppressed
18,47519,Suppressed,Suppressed,Suppressed
19,47552,Suppressed,Suppressed,Suppressed
20,47576,Suppressed,Suppressed,Suppressed
21,47853,Suppressed,Suppressed,Suppressed
22,47871,Suppressed,Suppressed,Suppressed
23,47925,Suppressed,Suppressed,Suppressed
24,46144,Suppressed,Suppressed,Suppressed
25,46183,Suppressed,Suppressed,Suppressed
26,47282,Suppressed,Suppressed,Suppressed
27,47335,Suppressed,Suppressed,Suppressed
28,47382,Suppressed,Suppressed,Suppressed
29,47388,Suppressed,Suppressed,Suppressed
30,47580,Suppressed,Suppressed,Suppressed
31,46111,Suppressed,Suppressed,Suppressed
32,46117,Suppressed,Suppressed,Suppressed
33,46127,Suppressed,Suppressed,Suppressed
34,46376,Suppressed,Suppressed,Suppressed
35,46381,Suppressed,Suppressed,Suppressed
36,46537,Suppressed,Suppressed,Suppressed
37,47224,Suppressed,Suppressed,Suppressed
38,47616,Suppressed,Suppressed,Suppressed
39,47980,Suppressed,Suppressed,Suppressed
40,46104,Suppressed,Suppressed,Suppressed
41,46110,Suppressed,Suppressed,Suppressed
42,46290,Suppressed,Suppressed,Suppressed
43,46393,Suppressed,Suppressed,Suppressed
44,46595,Suppressed,Suppressed,Suppressed
45,46781,Suppressed,Suppressed,Suppressed
46,46930,Suppressed,Suppressed,Suppressed
47,46957,Suppressed,Suppressed,Suppressed
48,46961,Suppressed,Suppressed,Suppressed
49,47016,Suppressed,Suppressed,Suppressed
50,47114,Suppressed,Suppressed,Suppressed
51,47354,Suppressed,Suppressed,Suppressed
52,47386,Suppressed,Suppressed,Suppressed
53,47528,Suppressed,Suppressed,Suppressed
54,47550,Suppressed,Suppressed,Suppressed
55,47568,Suppressed,Suppressed,Suppressed
56,47837,Suppressed,Suppressed,Suppressed
57,47861,Suppressed,Suppressed,Suppressed
58,47866,Suppressed,Suppressed,Suppressed
59,47983,Suppressed,Suppressed,Suppressed
60,47994,Suppressed,Suppressed,Suppressed
61,46103,Suppressed,Suppressed,Suppressed
62,46348,Suppressed,Suppressed,Suppressed
63,46377,Suppressed,Suppressed,Suppressed
64,46379,Suppressed,Suppressed,Suppressed
65,46731,Suppressed,Suppressed,Suppressed
66,46799,Suppressed,Suppressed,Suppressed
67,46920,Suppressed,Suppressed,Suppressed
68,46943,Suppressed,Suppressed,Suppressed
69,47123,Suppressed,Suppressed,Suppressed
70,47162,Suppressed,Suppressed,Suppressed
