_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46771,Suppressed,Suppressed,Suppressed
2,46922,Suppressed,Suppressed,Suppressed
3,46998,Suppressed,Suppressed,Suppressed
4,47034,Suppressed,Suppressed,Suppressed
5,46047,Suppressed,Suppressed,Suppressed
6,46146,Suppressed,Suppressed,Suppressed
7,46508,Suppressed,Suppressed,Suppressed
8,46704,Suppressed,Suppressed,Suppressed
9,46946,Suppressed,Suppressed,Suppressed
10,46958,Suppressed,Suppressed,Suppressed
11,47160,Suppressed,Suppressed,Suppressed
12,47247,Suppressed,Suppressed,Suppressed
13,47337,Suppressed,Suppressed,Suppressed
14,47344,Suppressed,Suppressed,Suppressed
15,47361,Suppressed,Suppressed,Suppressed
16,47367,Suppressed,Suppressed,Suppressed
17,47519,Suppressed,Suppressed,Suppressed
18,47552,Suppressed,Suppressed,Suppressed
19,47576,Suppressed,Suppressed,Suppressed
20,47853,Suppressed,Suppressed,Suppressed
21,47871,Suppressed,Suppressed,Suppressed
22,47925,Suppressed,Suppressed,Suppressed
23,46144,Suppressed,Suppressed,Suppressed
24,46183,Suppressed,Suppressed,Suppressed
25,47282,Suppressed,Suppressed,Suppressed
26,47335,Suppressed,Suppressed,Suppressed
27,47382,Suppressed,Suppressed,Suppressed
28,47388,Suppressed,Suppressed,Suppressed
29,47580,Suppressed,Suppressed,Suppressed
30,46111,Suppressed,Suppressed,Suppressed
31,46117,Suppressed,Suppressed,Suppressed
32,46127,Suppressed,Suppressed,Suppressed
33,46376,Suppressed,Suppressed,Suppressed
34,46381,Suppressed,Suppressed,Suppressed
35,46537,Suppressed,Suppressed,Suppressed
36,47224,Suppressed,Suppressed,Suppressed
37,47616,Suppressed,Suppressed,Suppressed
38,47980,Suppressed,Suppressed,Suppressed
39,46104,Suppressed,Suppressed,Suppressed
40,46110,Suppressed,Suppressed,Suppressed
41,46290,Suppressed,Suppressed,Suppressed
42,46393,Suppressed,Suppressed,Suppressed
43,46595,Suppressed,Suppressed,Suppressed
44,46781,Suppressed,Suppressed,Suppressed
45,46930,Suppressed,Suppressed,Suppressed
46,46957,Suppressed,Suppressed,Suppressed
47,46961,Suppressed,Suppressed,Suppressed
48,47016,Suppressed,Suppressed,Suppressed
49,47114,Suppressed,Suppressed,Suppressed
50,47354,Suppressed,Suppressed,Suppressed
51,47386,Suppressed,Suppressed,Suppressed
52,47528,Suppressed,Suppressed,Suppressed
53,47550,Suppressed,Suppressed,Suppressed
54,47568,Suppressed,Suppressed,Suppressed
55,47837,Suppressed,Suppressed,Suppressed
56,47861,Suppressed,Suppressed,Suppressed
57,47866,Suppressed,Suppressed,Suppressed
58,47983,Suppressed,Suppressed,Suppressed
59,47994,Suppressed,Suppressed,Suppressed
60,46103,Suppressed,Suppressed,Suppressed
61,46348,Suppressed,Suppressed,Suppressed
62,46377,Suppressed,Suppressed,Suppressed
63,46379,Suppressed,Suppressed,Suppressed
64,46731,Suppressed,Suppressed,Suppressed
65,46799,Suppressed,Suppressed,Suppressed
66,46920,Suppressed,Suppressed,Suppressed
67,46943,Suppressed,Suppressed,Suppressed
68,47123,Suppressed,Suppressed,Suppressed
69,47162,Suppressed,Suppressed,Suppressed
70,47226,Suppressed,Suppressed,Suppressed
71,47612,Suppressed,Suppressed,Suppressed
72,47854,Suppressed,Suppressed,Suppressed
73,47881,Suppressed,Suppressed,Suppressed
74,47955,Suppressed,Suppressed,Suppressed
75,47981,Suppressed,Suppressed,Suppressed
76,46915,Suppressed,Suppressed,Suppressed
77,46931,Suppressed,Suppressed,Suppressed
78,47116,Suppressed,Suppressed,Suppressed
79,47120,Suppressed,Suppressed,Suppressed
80,47351,Suppressed,Suppressed,Suppressed
81,47431,Suppressed,Suppressed,Suppressed
82,47537,Suppressed,Suppressed,Suppressed
83,47590,Suppressed,Suppressed,Suppressed
84,47640,Suppressed,Suppressed,Suppressed
85,47849,Suppressed,Suppressed,Suppressed
86,47857,Suppressed,Suppressed,Suppressed
87,47942,Suppressed,Suppressed,Suppressed
88,47949,Suppressed,Suppressed,Suppressed
89,47965,Suppressed,Suppressed,Suppressed
90,46057,Suppressed,Suppressed,Suppressed
91,46058,12,2149,0.558300
92,46150,Suppressed,Suppressed,Suppressed
93,46791,Suppressed,Suppressed,Suppressed
94,46913,Suppressed,Suppressed,Suppressed
95,46959,Suppressed,Suppressed,Suppressed
96,46987,Suppressed,Suppressed,Suppressed
97,46988,Suppressed,Suppressed,Suppressed
98,47010,Suppressed,Suppressed,Suppressed
99,47036,Suppressed,Suppressed,Suppressed
100,47270,Suppressed,Suppressed,Suppressed
101,47280,Suppressed,Suppressed,Suppressed
102,47325,Suppressed,Suppressed,Suppressed
103,47385,15,1612,0.930500
104,47449,Suppressed,Suppressed,Suppressed
105,47451,Suppressed,Suppressed,Suppressed
106,47465,Suppressed,Suppressed,Suppressed
107,47529,Suppressed,Suppressed,Suppressed
108,47578,Suppressed,Suppressed,Suppressed
109,47597,Suppressed,Suppressed,Suppressed
110,47876,Suppressed,Suppressed,Suppressed
111,47943,Suppressed,Suppressed,Suppressed
112,46070,34,2351,1.446100
113,46162,Suppressed,Suppressed,Suppressed
114,46175,Suppressed,Suppressed,Suppressed
115,46745,10,1841,0.543100
116,46759,Suppressed,Suppressed,Suppressed
117,46974,Suppressed,Suppressed,Suppressed
118,47011,Suppressed,Suppressed,Suppressed
119,47017,Suppressed,Suppressed,Suppressed
120,47110,Suppressed,Suppressed,Suppressed
121,47223,Suppressed,Suppressed,Suppressed
122,47234,Suppressed,Suppressed,Suppressed
123,47244,Suppressed,Suppressed,Suppressed
124,47427,Suppressed,Suppressed,Suppressed
125,47469,7,1749,0.400200
126,47513,7,1841,0.380200
127,47516,Suppressed,Suppressed,Suppressed
128,47521,Suppressed,Suppressed,Suppressed
129,47551,Suppressed,Suppressed,Suppressed
130,47585,Suppressed,Suppressed,Suppressed
131,47967,Suppressed,Suppressed,Suppressed
132,46076,11,1696,0.648500
133,46216,17,1697,1.001700
134,46301,Suppressed,Suppressed,Suppressed
135,46340,Suppressed,Suppressed,Suppressed
136,46365,Suppressed,Suppressed,Suppressed
137,46747,11,2693,0.408400
138,47003,Suppressed,Suppressed,Suppressed
139,47339,Suppressed,Suppressed,Suppressed
140,47342,7,2693,0.259900
141,47369,Suppressed,Suppressed,Suppressed
142,47387,Suppressed,Suppressed,Suppressed
143,47468,Suppressed,Suppressed,Suppressed
144,47470,8,1735,0.461000
145,47514,12,1559,0.769700
146,47575,Suppressed,Suppressed,Suppressed
147,47577,Suppressed,Suppressed,Suppressed
148,47611,Suppressed,Suppressed,Suppressed
149,47619,Suppressed,Suppressed,Suppressed
150,47631,Suppressed,Suppressed,Suppressed
151,47637,Suppressed,Suppressed,Suppressed
152,47708,Suppressed,Suppressed,Suppressed
153,47832,Suppressed,Suppressed,Suppressed
154,47841,5,2138,0.233800
155,47929,Suppressed,Suppressed,Suppressed
156,47930,Suppressed,Suppressed,Suppressed
157,46017,26,6025,0.431500
158,46035,Suppressed,Suppressed,Suppressed
159,46950,Suppressed,Suppressed,Suppressed
160,47135,Suppressed,Suppressed,Suppressed
161,47147,Suppressed,Suppressed,Suppressed
162,47163,8,1746,0.458100
163,47231,Suppressed,Suppressed,Suppressed
164,47264,Suppressed,Suppressed,Suppressed
165,47360,8,1546,0.517400
166,47541,Suppressed,Suppressed,Suppressed
167,47557,Suppressed,Suppressed,Suppressed
168,47848,9,1691,0.532200
169,47917,Suppressed,Suppressed,Suppressed
170,47921,Suppressed,Suppressed,Suppressed
171,47926,Suppressed,Suppressed,Suppressed
172,47940,Suppressed,Suppressed,Suppressed
173,47989,Suppressed,Suppressed,Suppressed
174,46068,10,2850,0.350800
175,46105,14,1928,0.726100
176,46156,Suppressed,Suppressed,Suppressed
177,46165,Suppressed,Suppressed,Suppressed
178,46531,Suppressed,Suppressed,Suppressed
179,46571,76,5532,1.373800
180,46702,5,2304,0.217000
181,46764,Suppressed,Suppressed,Suppressed
182,46766,Suppressed,Suppressed,Suppressed
183,46776,Suppressed,Suppressed,Suppressed
184,46788,16,3260,0.490700
185,46990,Suppressed,Suppressed,Suppressed
186,47038,6,1504,0.398900
187,47166,Suppressed,Suppressed,Suppressed
188,47281,Suppressed,Suppressed,Suppressed
189,47345,Suppressed,Suppressed,Suppressed
190,47352,Suppressed,Suppressed,Suppressed
191,47515,Suppressed,Suppressed,Suppressed
192,47531,Suppressed,Suppressed,Suppressed
193,47561,Suppressed,Suppressed,Suppressed
194,47588,Suppressed,Suppressed,Suppressed
195,47649,Suppressed,Suppressed,Suppressed
196,47833,Suppressed,Suppressed,Suppressed
197,47840,Suppressed,Suppressed,Suppressed
198,47858,Suppressed,Suppressed,Suppressed
199,47862,Suppressed,Suppressed,Suppressed
200,47941,Suppressed,Suppressed,Suppressed
201,47951,Suppressed,Suppressed,Suppressed
202,47968,Suppressed,Suppressed,Suppressed
203,47992,Suppressed,Suppressed,Suppressed
204,46133,Suppressed,Suppressed,Suppressed
205,46147,30,3264,0.919100
206,46180,Suppressed,Suppressed,Suppressed
207,46763,Suppressed,Suppressed,Suppressed
208,46941,Suppressed,Suppressed,Suppressed
209,46986,7,1915,0.365500
210,46991,8,1797,0.445100
211,47115,7,2622,0.266900
212,47145,5,1998,0.250200
213,47230,12,2029,0.591400
214,47272,15,2041,0.734900
215,47273,6,1849,0.324400
216,47357,Suppressed,Suppressed,Suppressed
217,47373,Suppressed,Suppressed,Suppressed
218,47436,5,1663,0.300600
219,47527,8,1897,0.421700
220,47579,12,2659,0.451200
221,47581,15,3883,0.386200
222,47850,9,2456,0.366400
223,47922,10,1623,0.616100
224,47950,Suppressed,Suppressed,Suppressed
225,47977,5,2206,0.226600
226,47995,6,1743,0.344200
227,46030,16,3308,0.483600
228,46056,8,2246,0.356100
229,46065,12,3669,0.327000
230,46149,7,1890,0.370300
231,46374,Suppressed,Suppressed,Suppressed
232,46510,24,3631,0.660900
233,46532,9,1905,0.472400
234,46543,63,3654,1.724100
235,46737,22,7068,0.311200
236,46760,Suppressed,Suppressed,Suppressed
237,46917,18,1853,0.971300
238,46982,17,2573,0.660700
239,47326,Suppressed,Suppressed,Suppressed
240,47358,Suppressed,Suppressed,Suppressed
241,47523,14,3435,0.407500
242,47532,19,4627,0.410600
243,47598,Suppressed,Suppressed,Suppressed
244,47847,Suppressed,Suppressed,Suppressed
245,47928,Suppressed,Suppressed,Suppressed
246,47948,Suppressed,Suppressed,Suppressed
247,46039,Suppressed,Suppressed,Suppressed
248,46171,Suppressed,Suppressed,Suppressed
249,46524,23,2326,0.988800
250,46705,5,1583,0.315800
251,46730,Suppressed,Suppressed,Suppressed
252,46794,9,1587,0.567100
253,46798,Suppressed,Suppressed,Suppressed
254,46911,Suppressed,Suppressed,Suppressed
255,46939,8,2101,0.380700
256,46960,Suppressed,Suppressed,Suppressed
257,46979,27,4733,0.570400
258,46985,Suppressed,Suppressed,Suppressed
259,47020,Suppressed,Suppressed,Suppressed
260,47023,14,1636,0.855700
261,47030,22,1636,1.344700
262,47031,22,5368,0.409800
263,47037,22,4333,0.507700
264,47042,16,4504,0.355200
265,47137,Suppressed,Suppressed,Suppressed
266,47141,8,1668,0.479600
267,47340,13,2914,0.446100
268,47341,6,2283,0.262800
269,47346,12,4082,0.293900
270,47356,24,5781,0.415100
271,47456,Suppressed,Suppressed,Suppressed
272,47564,Suppressed,Suppressed,Suppressed
273,47615,6,1611,0.372400
274,46051,5,2826,0.176900
275,46160,31,6421,0.482700
276,46186,Suppressed,Suppressed,Suppressed
277,46205,295,25356,1.163400
278,46278,76,8197,0.927100
279,46311,367,20816,1.763000
280,46542,41,4198,0.976600
281,46555,11,2835,0.388000
282,46770,9,2716,0.331300
283,46773,11,3662,0.300300
284,46933,32,6414,0.498900
285,47032,24,3289,0.729700
286,47040,30,5480,0.547400
287,47041,41,6125,0.669300
288,47043,23,5250,0.438000
289,47124,26,4264,0.609700
290,47138,15,4373,0.343000
291,47164,11,3779,0.291000
292,47232,19,2839,0.669200
293,47320,10,4134,0.241800
294,47383,15,2960,0.506700
295,47394,14,8470,0.165200
296,47459,10,3795,0.263500
297,47471,19,2727,0.696700
298,47558,Suppressed,Suppressed,Suppressed
299,47613,9,2679,0.335900
300,47648,17,4373,0.388700
301,47868,8,2937,0.272300
302,47918,12,6321,0.189800
303,46148,22,5097,0.431600
304,46320,222,15508,1.431500
305,46327,192,12153,1.579800
306,46346,Suppressed,Suppressed,Suppressed
307,46349,16,3336,0.479600
308,46504,27,3413,0.791000
309,46554,24,4942,0.485600
310,46573,67,3565,1.879300
311,46590,44,4908,0.896400
312,46732,38,3169,1.199100
313,46740,Suppressed,Suppressed,Suppressed
314,46741,32,4647,0.688600
315,46746,53,4036,1.313100
316,46779,6,2166,0.277000
317,46785,5,1542,0.324200
318,46787,16,3893,0.410900
319,46910,41,3360,1.220200
320,46914,10,4908,0.203700
321,46928,13,4951,0.262500
322,46929,18,3214,0.560000
323,46938,18,3200,0.562500
324,47024,18,3226,0.557900
325,47118,7,3502,0.199800
326,47283,26,3386,0.767800
327,47305,7,4106,0.170400
328,47353,16,5879,0.272100
329,47405,Suppressed,Suppressed,Suppressed
330,47454,102,7688,1.326700
331,47638,26,3577,0.726800
332,47639,32,4069,0.786400
333,47725,124,15851,0.782200
334,47901,26,3518,0.739000
335,47923,15,3494,0.429300
336,47954,13,2220,0.585500
337,47993,11,3918,0.280700
338,46001,43,10459,0.411100
339,46048,9,2406,0.374000
340,46120,35,5954,0.587800
341,46130,12,2508,0.478400
342,46172,12,2427,0.494400
343,46182,42,1927,2.179500
344,46201,327,30962,1.056100
345,46382,7,2108,0.332000
346,46409,89,8932,0.996400
347,46570,Suppressed,Suppressed,Suppressed
348,46919,12,2390,0.502000
349,47108,9,2463,0.365400
350,47125,7,1658,0.422100
351,47177,Suppressed,Suppressed,Suppressed
352,47227,Suppressed,Suppressed,Suppressed
353,47235,7,1784,0.392300
354,47380,9,2004,0.449100
355,47384,Suppressed,Suppressed,Suppressed
356,47462,31,4871,0.636400
357,47713,106,11032,0.960800
358,47946,11,2044,0.538100
359,47975,Suppressed,Suppressed,Suppressed
360,47990,6,1627,0.368700
361,46041,273,23891,1.142600
362,46118,39,5015,0.777600
363,46167,41,6336,0.647000
364,46168,571,30309,1.883900
365,46204,231,5125,4.507300
366,46241,379,30670,1.235700
367,46268,373,24965,1.494000
368,46322,246,23727,1.036700
369,46342,389,31244,1.245000
370,46375,269,23820,1.129300
371,46530,226,30614,0.738200
372,46534,85,11263,0.754600
373,46601,76,6090,1.247900
374,46613,151,10893,1.386200
375,46748,34,5134,0.662200
376,46765,26,5341,0.486800
377,46774,96,16008,0.599700
378,46795,66,5608,1.176800
379,46802,81,11086,0.730600
380,46989,33,5195,0.635200
381,46992,54,16759,0.322200
382,47220,31,5652,0.548400
383,47330,18,5755,0.312700
384,47610,17,5195,0.327200
385,47660,19,4934,0.385000
386,47904,119,16277,0.731000
387,47932,11,5357,0.205300
388,46034,19,6730,0.282300
389,46122,82,14671,0.558900
390,46176,294,27816,1.056900
391,46229,348,27262,1.276500
392,46310,118,13565,0.869800
393,46403,107,12601,0.849100
394,46507,114,9128,1.248900
395,46561,97,13343,0.726900
396,46565,153,7950,1.924500
397,46574,40,8339,0.479600
398,46635,44,6654,0.661200
399,46701,43,7979,0.538900
400,46711,12,7698,0.155800
401,46723,17,7692,0.221000
402,46738,37,7918,0.467200
403,46809,50,8947,0.558800
404,46814,69,12281,0.561800
405,46923,57,8048,0.708200
406,47167,37,15014,0.246400
407,47807,30,13045,0.229900
408,47872,19,8890,0.213700
409,47882,25,8430,0.296500
410,46031,7,2161,0.323900
411,46052,218,22060,0.988200
412,46113,86,14063,0.611500
413,46163,88,11963,0.735600
414,46164,19,3957,0.480100
415,46166,7,2306,0.303500
416,46184,87,11806,0.736900
417,46217,332,29358,1.130800
418,46225,56,7319,0.765100
419,46260,580,32406,1.789700
