_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46502,Suppressed,Suppressed,Suppressed
2,46922,Suppressed,Suppressed,Suppressed
3,46998,Suppressed,Suppressed,Suppressed
4,47034,Suppressed,Suppressed,Suppressed
5,47035,Suppressed,Suppressed,Suppressed
6,47464,Suppressed,Suppressed,Suppressed
7,47869,Suppressed,Suppressed,Suppressed
8,47907,Suppressed,Suppressed,Suppressed
9,47997,Suppressed,Suppressed,Suppressed
10,46045,Suppressed,Suppressed,Suppressed
11,46047,Suppressed,Suppressed,Suppressed
12,46063,Suppressed,Suppressed,Suppressed
13,46146,Suppressed,Suppressed,Suppressed
14,46508,Suppressed,Suppressed,Suppressed
15,46704,Suppressed,Suppressed,Suppressed
16,46946,Suppressed,Suppressed,Suppressed
17,46958,Suppressed,Suppressed,Suppressed
18,47160,Suppressed,Suppressed,Suppressed
19,47247,Suppressed,Suppressed,Suppressed
20,47337,Suppressed,Suppressed,Suppressed
21,47344,Suppressed,Suppressed,Suppressed
22,47361,Suppressed,Suppressed,Suppressed
23,47367,Suppressed,Suppressed,Suppressed
24,47420,Suppressed,Suppressed,Suppressed
25,47519,Suppressed,Suppressed,Suppressed
26,47552,Suppressed,Suppressed,Suppressed
27,47576,Suppressed,Suppressed,Suppressed
28,47836,Suppressed,Suppressed,Suppressed
29,47853,Suppressed,Suppressed,Suppressed
30,47863,Suppressed,Suppressed,Suppressed
31,47871,Suppressed,Suppressed,Suppressed
32,47880,Suppressed,Suppressed,Suppressed
33,47884,Suppressed,Suppressed,Suppressed
34,47925,Suppressed,Suppressed,Suppressed
35,47969,Suppressed,Suppressed,Suppressed
36,46144,Suppressed,Suppressed,Suppressed
37,46183,Suppressed,Suppressed,Suppressed
38,47263,Suppressed,Suppressed,Suppressed
39,47282,Suppressed,Suppressed,Suppressed
40,47335,Suppressed,Suppressed,Suppressed
41,47382,Suppressed,Suppressed,Suppressed
42,47388,Suppressed,Suppressed,Suppressed
43,47437,Suppressed,Suppressed,Suppressed
44,47574,Suppressed,Suppressed,Suppressed
45,47580,Suppressed,Suppressed,Suppressed
46,46111,Suppressed,Suppressed,Suppressed
47,46117,Suppressed,Suppressed,Suppressed
48,46127,Suppressed,Suppressed,Suppressed
49,46345,Suppressed,Suppressed,Suppressed
50,46376,Suppressed,Suppressed,Suppressed
51,46381,Suppressed,Suppressed,Suppressed
52,46537,Suppressed,Suppressed,Suppressed
53,47224,Suppressed,Suppressed,Suppressed
54,47616,Suppressed,Suppressed,Suppressed
55,47980,Suppressed,Suppressed,Suppressed
56,46104,Suppressed,Suppressed,Suppressed
57,46110,Suppressed,Suppressed,Suppressed
58,46125,Suppressed,Suppressed,Suppressed
59,46290,Suppressed,Suppressed,Suppressed
60,46393,Suppressed,Suppressed,Suppressed
61,46595,Suppressed,Suppressed,Suppressed
62,46781,Suppressed,Suppressed,Suppressed
63,46786,Suppressed,Suppressed,Suppressed
64,46930,Suppressed,Suppressed,Suppressed
65,46957,Suppressed,Suppressed,Suppressed
66,46961,Suppressed,Suppressed,Suppressed
67,46967,Suppressed,Suppressed,Suppressed
68,47016,Suppressed,Suppressed,Suppressed
69,47114,Suppressed,Suppressed,Suppressed
70,47354,Suppressed,Suppressed,Suppressed
