_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46922,Suppressed,Suppressed,Suppressed
2,46998,Suppressed,Suppressed,Suppressed
3,47034,Suppressed,Suppressed,Suppressed
4,46146,Suppressed,Suppressed,Suppressed
5,46704,Suppressed,Suppressed,Suppressed
6,46946,Suppressed,Suppressed,Suppressed
7,46958,Suppressed,Suppressed,Suppressed
8,47160,Suppressed,Suppressed,Suppressed
9,47247,Suppressed,Suppressed,Suppressed
10,47337,Suppressed,Suppressed,Suppressed
11,47344,Suppressed,Suppressed,Suppressed
12,47361,Suppressed,Suppressed,Suppressed
13,47552,Suppressed,Suppressed,Suppressed
14,47576,Suppressed,Suppressed,Suppressed
15,47853,Suppressed,Suppressed,Suppressed
16,47871,Suppressed,Suppressed,Suppressed
17,47925,Suppressed,Suppressed,Suppressed
18,46144,Suppressed,Suppressed,Suppressed
19,46183,Suppressed,Suppressed,Suppressed
20,47282,Suppressed,Suppressed,Suppressed
21,47335,Suppressed,Suppressed,Suppressed
22,47388,Suppressed,Suppressed,Suppressed
23,47580,Suppressed,Suppressed,Suppressed
24,46111,Suppressed,Suppressed,Suppressed
25,46117,Suppressed,Suppressed,Suppressed
26,46127,Suppressed,Suppressed,Suppressed
27,46376,Suppressed,Suppressed,Suppressed
28,46381,Suppressed,Suppressed,Suppressed
29,46537,Suppressed,Suppressed,Suppressed
30,47224,Suppressed,Suppressed,Suppressed
31,47980,Suppressed,Suppressed,Suppressed
32,46104,Suppressed,Suppressed,Suppressed
33,46110,Suppressed,Suppressed,Suppressed
34,46393,Suppressed,Suppressed,Suppressed
35,46781,Suppressed,Suppressed,Suppressed
36,46930,Suppressed,Suppressed,Suppressed
37,46957,Suppressed,Suppressed,Suppressed
38,46961,Suppressed,Suppressed,Suppressed
39,47016,Suppressed,Suppressed,Suppressed
40,47114,Suppressed,Suppressed,Suppressed
41,47354,Suppressed,Suppressed,Suppressed
42,47386,Suppressed,Suppressed,Suppressed
43,47528,Suppressed,Suppressed,Suppressed
44,47550,Suppressed,Suppressed,Suppressed
45,47568,Suppressed,Suppressed,Suppressed
46,47837,Suppressed,Suppressed,Suppressed
47,47861,Suppressed,Suppressed,Suppressed
48,47866,Suppressed,Suppressed,Suppressed
49,47983,Suppressed,Suppressed,Suppressed
50,47994,Suppressed,Suppressed,Suppressed
51,46103,Suppressed,Suppressed,Suppressed
52,46348,Suppressed,Suppressed,Suppressed
53,46377,Suppressed,Suppressed,Suppressed
54,46379,Suppressed,Suppressed,Suppressed
55,46731,Suppressed,Suppressed,Suppressed
56,46920,Suppressed,Suppressed,Suppressed
57,46943,Suppressed,Suppressed,Suppressed
58,47123,Suppressed,Suppressed,Suppressed
59,47162,Suppressed,Suppressed,Suppressed
60,47226,Suppressed,Suppressed,Suppressed
61,47612,Suppressed,Suppressed,Suppressed
62,47854,Suppressed,Suppressed,Suppressed
63,47881,Suppressed,Suppressed,Suppressed
64,47955,Suppressed,Suppressed,Suppressed
65,47981,Suppressed,Suppressed,Suppressed
66,46915,Suppressed,Suppressed,Suppressed
67,46931,Suppressed,Suppressed,Suppressed
68,47116,Suppressed,Suppressed,Suppressed
69,47120,Suppressed,Suppressed,Suppressed
70,47351,Suppressed,Suppressed,Suppressed
71,47431,Suppressed,Suppressed,Suppressed
72,47537,Suppressed,Suppressed,Suppressed
73,47590,Suppressed,Suppressed,Suppressed
74,47849,Suppressed,Suppressed,Suppressed
75,47857,Suppressed,Suppressed,Suppressed
76,47942,Suppressed,Suppressed,Suppressed
77,47949,Suppressed,Suppressed,Suppressed
78,47965,Suppressed,Suppressed,Suppressed
79,46057,Suppressed,Suppressed,Suppressed
80,46058,11,2149,0.511800
81,46150,Suppressed,Suppressed,Suppressed
82,46791,Suppressed,Suppressed,Suppressed
83,46913,Suppressed,Suppressed,Suppressed
84,46959,Suppressed,Suppressed,Suppressed
85,46987,Suppressed,Suppressed,Suppressed
86,46988,Suppressed,Suppressed,Suppressed
87,47010,Suppressed,Suppressed,Suppressed
88,47036,Suppressed,Suppressed,Suppressed
89,47270,Suppressed,Suppressed,Suppressed
90,47280,Suppressed,Suppressed,Suppressed
91,47325,Suppressed,Suppressed,Suppressed
92,47385,8,1612,0.496200
93,47449,Suppressed,Suppressed,Suppressed
94,47451,Suppressed,Suppressed,Suppressed
95,47465,Suppressed,Suppressed,Suppressed
96,47529,Suppressed,Suppressed,Suppressed
97,47578,Suppressed,Suppressed,Suppressed
98,47597,Suppressed,Suppressed,Suppressed
99,47876,Suppressed,Suppressed,Suppressed
100,47943,Suppressed,Suppressed,Suppressed
101,46070,34,2351,1.446100
102,46162,Suppressed,Suppressed,Suppressed
103,46175,Suppressed,Suppressed,Suppressed
104,46745,8,1841,0.434500
105,46974,Suppressed,Suppressed,Suppressed
106,47011,Suppressed,Suppressed,Suppressed
107,47017,Suppressed,Suppressed,Suppressed
108,47110,Suppressed,Suppressed,Suppressed
109,47223,Suppressed,Suppressed,Suppressed
110,47234,Suppressed,Suppressed,Suppressed
111,47244,Suppressed,Suppressed,Suppressed
112,47427,Suppressed,Suppressed,Suppressed
113,47469,5,1749,0.285800
114,47513,5,1841,0.271500
115,47516,Suppressed,Suppressed,Suppressed
116,47521,Suppressed,Suppressed,Suppressed
117,47551,Suppressed,Suppressed,Suppressed
118,47585,Suppressed,Suppressed,Suppressed
119,47967,Suppressed,Suppressed,Suppressed
120,46076,7,1696,0.412700
121,46216,12,1697,0.707100
122,46301,Suppressed,Suppressed,Suppressed
123,46340,Suppressed,Suppressed,Suppressed
124,46365,Suppressed,Suppressed,Suppressed
125,46747,9,2693,0.334100
126,47003,Suppressed,Suppressed,Suppressed
127,47339,Suppressed,Suppressed,Suppressed
128,47342,6,2693,0.222700
129,47369,Suppressed,Suppressed,Suppressed
130,47387,Suppressed,Suppressed,Suppressed
131,47468,Suppressed,Suppressed,Suppressed
132,47470,7,1735,0.403400
133,47514,11,1559,0.705500
134,47575,Suppressed,Suppressed,Suppressed
135,47577,Suppressed,Suppressed,Suppressed
136,47611,Suppressed,Suppressed,Suppressed
137,47619,Suppressed,Suppressed,Suppressed
138,47631,Suppressed,Suppressed,Suppressed
139,47708,Suppressed,Suppressed,Suppressed
140,47832,Suppressed,Suppressed,Suppressed
141,47929,Suppressed,Suppressed,Suppressed
142,47930,Suppressed,Suppressed,Suppressed
143,46017,19,6025,0.315300
144,46035,Suppressed,Suppressed,Suppressed
145,46950,Suppressed,Suppressed,Suppressed
146,47135,Suppressed,Suppressed,Suppressed
147,47163,8,1746,0.458100
148,47231,Suppressed,Suppressed,Suppressed
149,47264,Suppressed,Suppressed,Suppressed
150,47360,5,1546,0.323400
151,47541,Suppressed,Suppressed,Suppressed
152,47557,Suppressed,Suppressed,Suppressed
153,47848,Suppressed,Suppressed,Suppressed
154,47917,Suppressed,Suppressed,Suppressed
155,47921,Suppressed,Suppressed,Suppressed
156,47926,Suppressed,Suppressed,Suppressed
157,47940,Suppressed,Suppressed,Suppressed
158,47989,Suppressed,Suppressed,Suppressed
159,46068,5,2850,0.175400
160,46105,12,1928,0.622400
161,46156,Suppressed,Suppressed,Suppressed
162,46165,Suppressed,Suppressed,Suppressed
163,46531,Suppressed,Suppressed,Suppressed
164,46571,75,5532,1.355700
165,46702,Suppressed,Suppressed,Suppressed
166,46764,Suppressed,Suppressed,Suppressed
167,46766,Suppressed,Suppressed,Suppressed
168,46776,Suppressed,Suppressed,Suppressed
169,46788,15,3260,0.460100
170,46990,Suppressed,Suppressed,Suppressed
171,47038,Suppressed,Suppressed,Suppressed
172,47166,Suppressed,Suppressed,Suppressed
173,47345,Suppressed,Suppressed,Suppressed
174,47352,Suppressed,Suppressed,Suppressed
175,47531,Suppressed,Suppressed,Suppressed
176,47561,Suppressed,Suppressed,Suppressed
177,47588,Suppressed,Suppressed,Suppressed
178,47649,Suppressed,Suppressed,Suppressed
179,47833,Suppressed,Suppressed,Suppressed
180,47840,Suppressed,Suppressed,Suppressed
181,47858,Suppressed,Suppressed,Suppressed
182,47862,Suppressed,Suppressed,Suppressed
183,47941,Suppressed,Suppressed,Suppressed
184,47951,Suppressed,Suppressed,Suppressed
185,47968,Suppressed,Suppressed,Suppressed
186,47992,Suppressed,Suppressed,Suppressed
187,46133,Suppressed,Suppressed,Suppressed
188,46147,21,3264,0.643300
189,46180,Suppressed,Suppressed,Suppressed
190,46763,Suppressed,Suppressed,Suppressed
191,46941,Suppressed,Suppressed,Suppressed
192,46986,Suppressed,Suppressed,Suppressed
193,46991,5,1797,0.278200
194,47115,Suppressed,Suppressed,Suppressed
195,47145,Suppressed,Suppressed,Suppressed
196,47230,8,2029,0.394200
197,47272,12,2041,0.587900
198,47273,6,1849,0.324400
199,47357,Suppressed,Suppressed,Suppressed
200,47373,Suppressed,Suppressed,Suppressed
201,47436,Suppressed,Suppressed,Suppressed
202,47527,5,1897,0.263500
203,47579,7,2659,0.263200
204,47581,11,3883,0.283200
205,47850,Suppressed,Suppressed,Suppressed
206,47922,8,1623,0.492900
207,47950,Suppressed,Suppressed,Suppressed
208,47977,Suppressed,Suppressed,Suppressed
209,47995,6,1743,0.344200
210,46030,15,3308,0.453400
211,46056,7,2246,0.311600
212,46065,7,3669,0.190700
213,46149,5,1890,0.264500
214,46374,Suppressed,Suppressed,Suppressed
215,46510,10,3631,0.275400
216,46532,5,1905,0.262400
217,46543,55,3654,1.505100
218,46737,13,7068,0.183900
219,46760,Suppressed,Suppressed,Suppressed
220,46917,16,1853,0.863400
221,46982,11,2573,0.427500
222,47326,Suppressed,Suppressed,Suppressed
223,47358,Suppressed,Suppressed,Suppressed
224,47523,5,3435,0.145500
225,47532,6,4627,0.129600
226,47598,Suppressed,Suppressed,Suppressed
227,47847,Suppressed,Suppressed,Suppressed
228,47928,Suppressed,Suppressed,Suppressed
229,47948,Suppressed,Suppressed,Suppressed
230,46039,Suppressed,Suppressed,Suppressed
231,46171,Suppressed,Suppressed,Suppressed
232,46524,19,2326,0.816800
233,46705,5,1583,0.315800
234,46730,Suppressed,Suppressed,Suppressed
235,46794,7,1587,0.441000
236,46798,Suppressed,Suppressed,Suppressed
237,46911,Suppressed,Suppressed,Suppressed
238,46939,7,2101,0.333100
239,46960,Suppressed,Suppressed,Suppressed
240,46979,23,4733,0.485900
241,46985,Suppressed,Suppressed,Suppressed
242,47020,Suppressed,Suppressed,Suppressed
243,47023,10,1636,0.611200
244,47030,7,1636,0.427800
245,47031,13,5368,0.242100
246,47037,19,4333,0.438400
247,47042,11,4504,0.244200
248,47137,Suppressed,Suppressed,Suppressed
249,47141,7,1668,0.419600
250,47340,12,2914,0.411800
251,47341,Suppressed,Suppressed,Suppressed
252,47346,9,4082,0.220400
253,47356,14,5781,0.242100
254,47456,Suppressed,Suppressed,Suppressed
255,47564,Suppressed,Suppressed,Suppressed
256,47615,Suppressed,Suppressed,Suppressed
257,46051,Suppressed,Suppressed,Suppressed
258,46160,20,6421,0.311400
259,46186,Suppressed,Suppressed,Suppressed
260,46205,245,25356,0.966200
261,46278,67,8197,0.817300
262,46311,304,20816,1.460400
263,46542,27,4198,0.643100
264,46555,5,2835,0.176300
265,46770,Suppressed,Suppressed,Suppressed
266,46773,9,3662,0.245700
267,46933,19,6414,0.296200
268,47032,15,3289,0.456000
269,47040,12,5480,0.218900
270,47041,26,6125,0.424400
271,47043,16,5250,0.304700
272,47124,13,4264,0.304800
273,47138,9,4373,0.205800
274,47164,8,3779,0.211600
275,47232,17,2839,0.598800
276,47320,8,4134,0.193500
277,47383,13,2960,0.439100
278,47394,13,8470,0.153400
279,47459,Suppressed,Suppressed,Suppressed
280,47471,18,2727,0.660000
281,47613,Suppressed,Suppressed,Suppressed
282,47648,8,4373,0.182900
283,47868,6,2937,0.204200
284,47918,6,6321,0.094900
285,46148,19,5097,0.372700
286,46320,184,15508,1.186400
287,46327,156,12153,1.283600
288,46346,Suppressed,Suppressed,Suppressed
289,46349,15,3336,0.449600
290,46504,18,3413,0.527300
291,46554,16,4942,0.323700
292,46573,39,3565,1.093900
293,46590,31,4908,0.631600
294,46732,30,3169,0.946600
295,46740,Suppressed,Suppressed,Suppressed
296,46741,31,4647,0.667000
297,46746,45,4036,1.114900
298,46779,Suppressed,Suppressed,Suppressed
299,46785,5,1542,0.324200
