_id,ZIP_CD,PATIENT_COUNT,POPULATION,PERCENTAGE
1,46922,Suppressed,Suppressed,Suppressed
2,46998,Suppressed,Suppressed,Suppressed
3,47034,Suppressed,Suppressed,Suppressed
4,46146,Suppressed,Suppressed,Suppressed
5,46704,Suppressed,Suppressed,Suppressed
6,46946,Suppressed,Suppressed,Suppressed
7,46958,Suppressed,Suppressed,Suppressed
8,47160,Suppressed,Suppressed,Suppressed
9,47247,Suppressed,Suppressed,Suppressed
10,47337,Suppressed,Suppressed,Suppressed
11,47344,Suppressed,Suppressed,Suppressed
12,47361,Suppressed,Suppressed,Suppressed
13,47367,Suppressed,Suppressed,Suppressed
14,47552,Suppressed,Suppressed,Suppressed
15,47576,Suppressed,Suppressed,Suppressed
16,47853,Suppressed,Suppressed,Suppressed
17,47871,Suppressed,Suppressed,Suppressed
18,47925,Suppressed,Suppressed,Suppressed
19,46144,Suppressed,Suppressed,Suppressed
20,46183,Suppressed,Suppressed,Suppressed
21,47282,Suppressed,Suppressed,Suppressed
22,47335,Suppressed,Suppressed,Suppressed
23,47382,Suppressed,Suppressed,Suppressed
24,47388,Suppressed,Suppressed,Suppressed
25,47580,Suppressed,Suppressed,Suppressed
26,46111,Suppressed,Suppressed,Suppressed
27,46117,Suppressed,Suppressed,Suppressed
28,46127,Suppressed,Suppressed,Suppressed
29,46376,Suppressed,Suppressed,Suppressed
30,46381,Suppressed,Suppressed,Suppressed
31,46537,Suppressed,Suppressed,Suppressed
32,47224,Suppressed,Suppressed,Suppressed
33,47980,Suppressed,Suppressed,Suppressed
34,46104,Suppressed,Suppressed,Suppressed
35,46110,Suppressed,Suppressed,Suppressed
36,46393,Suppressed,Suppressed,Suppressed
37,46781,Suppressed,Suppressed,Suppressed
38,46930,Suppressed,Suppressed,Suppressed
39,46957,Suppressed,Suppressed,Suppressed
40,46961,Suppressed,Suppressed,Suppressed
41,47016,Suppressed,Suppressed,Suppressed
42,47114,Suppressed,Suppressed,Suppressed
43,47354,Suppressed,Suppressed,Suppressed
44,47386,Suppressed,Suppressed,Suppressed
45,47528,Suppressed,Suppressed,Suppressed
46,47550,Suppressed,Suppressed,Suppressed
47,47568,Suppressed,Suppressed,Suppressed
48,47837,Suppressed,Suppressed,Suppressed
49,47861,Suppressed,Suppressed,Suppressed
50,47866,Suppressed,Suppressed,Suppressed
51,47983,Suppressed,Suppressed,Suppressed
52,47994,Suppressed,Suppressed,Suppressed
53,46103,Suppressed,Suppressed,Suppressed
54,46348,Suppressed,Suppressed,Suppressed
55,46377,Suppressed,Suppressed,Suppressed
56,46379,Suppressed,Suppressed,Suppressed
57,46731,Suppressed,Suppressed,Suppressed
58,46920,Suppressed,Suppressed,Suppressed
59,46943,Suppressed,Suppressed,Suppressed
60,47123,Suppressed,Suppressed,Suppressed
61,47162,Suppressed,Suppressed,Suppressed
62,47226,Suppressed,Suppressed,Suppressed
63,47612,Suppressed,Suppressed,Suppressed
64,47854,Suppressed,Suppressed,Suppressed
65,47881,Suppressed,Suppressed,Suppressed
66,47955,Suppressed,Suppressed,Suppressed
67,47981,Suppressed,Suppressed,Suppressed
68,46915,Suppressed,Suppressed,Suppressed
69,46931,Suppressed,Suppressed,Suppressed
70,47116,Suppressed,Suppressed,Suppressed
71,47120,Suppressed,Suppressed,Suppressed
72,47351,Suppressed,Suppressed,Suppressed
73,47431,Suppressed,Suppressed,Suppressed
74,47537,Suppressed,Suppressed,Suppressed
75,47590,Suppressed,Suppressed,Suppressed
76,47640,Suppressed,Suppressed,Suppressed
77,47849,Suppressed,Suppressed,Suppressed
78,47857,Suppressed,Suppressed,Suppressed
79,47942,Suppressed,Suppressed,Suppressed
80,47949,Suppressed,Suppressed,Suppressed
81,47965,Suppressed,Suppressed,Suppressed
82,46057,Suppressed,Suppressed,Suppressed
83,46058,11,2149,0.511800
84,46150,Suppressed,Suppressed,Suppressed
85,46791,Suppressed,Suppressed,Suppressed
86,46913,Suppressed,Suppressed,Suppressed
87,46959,Suppressed,Suppressed,Suppressed
88,46987,Suppressed,Suppressed,Suppressed
89,46988,Suppressed,Suppressed,Suppressed
90,47010,Suppressed,Suppressed,Suppressed
91,47036,Suppressed,Suppressed,Suppressed
92,47270,Suppressed,Suppressed,Suppressed
93,47280,Suppressed,Suppressed,Suppressed
94,47325,Suppressed,Suppressed,Suppressed
95,47385,10,1612,0.620300
96,47449,Suppressed,Suppressed,Suppressed
97,47451,Suppressed,Suppressed,Suppressed
98,47465,Suppressed,Suppressed,Suppressed
99,47529,Suppressed,Suppressed,Suppressed
100,47578,Suppressed,Suppressed,Suppressed
101,47597,Suppressed,Suppressed,Suppressed
102,47876,Suppressed,Suppressed,Suppressed
103,47943,Suppressed,Suppressed,Suppressed
104,46070,34,2351,1.446100
105,46162,Suppressed,Suppressed,Suppressed
106,46175,Suppressed,Suppressed,Suppressed
107,46745,8,1841,0.434500
108,46974,Suppressed,Suppressed,Suppressed
109,47011,Suppressed,Suppressed,Suppressed
110,47017,Suppressed,Suppressed,Suppressed
111,47110,Suppressed,Suppressed,Suppressed
112,47223,Suppressed,Suppressed,Suppressed
113,47234,Suppressed,Suppressed,Suppressed
114,47244,Suppressed,Suppressed,Suppressed
115,47427,Suppressed,Suppressed,Suppressed
116,47469,5,1749,0.285800
117,47513,5,1841,0.271500
118,47516,Suppressed,Suppressed,Suppressed
119,47521,Suppressed,Suppressed,Suppressed
120,47551,Suppressed,Suppressed,Suppressed
121,47585,Suppressed,Suppressed,Suppressed
122,47967,Suppressed,Suppressed,Suppressed
123,46076,7,1696,0.412700
124,46216,13,1697,0.766000
125,46301,Suppressed,Suppressed,Suppressed
126,46340,Suppressed,Suppressed,Suppressed
127,46365,Suppressed,Suppressed,Suppressed
128,46747,9,2693,0.334100
129,47003,Suppressed,Suppressed,Suppressed
130,47339,Suppressed,Suppressed,Suppressed
131,47342,6,2693,0.222700
132,47369,Suppressed,Suppressed,Suppressed
133,47387,Suppressed,Suppressed,Suppressed
134,47468,Suppressed,Suppressed,Suppressed
135,47470,8,1735,0.461000
136,47514,11,1559,0.705500
137,47575,Suppressed,Suppressed,Suppressed
138,47577,Suppressed,Suppressed,Suppressed
139,47611,Suppressed,Suppressed,Suppressed
140,47619,Suppressed,Suppressed,Suppressed
141,47631,Suppressed,Suppressed,Suppressed
142,47708,Suppressed,Suppressed,Suppressed
143,47832,Suppressed,Suppressed,Suppressed
144,47929,Suppressed,Suppressed,Suppressed
145,47930,Suppressed,Suppressed,Suppressed
146,46017,21,6025,0.348500
147,46035,Suppressed,Suppressed,Suppressed
148,46950,Suppressed,Suppressed,Suppressed
149,47135,Suppressed,Suppressed,Suppressed
150,47147,Suppressed,Suppressed,Suppressed
151,47163,8,1746,0.458100
152,47231,Suppressed,Suppressed,Suppressed
153,47264,Suppressed,Suppressed,Suppressed
154,47360,8,1546,0.517400
155,47541,Suppressed,Suppressed,Suppressed
156,47557,Suppressed,Suppressed,Suppressed
157,47848,Suppressed,Suppressed,Suppressed
158,47917,Suppressed,Suppressed,Suppressed
159,47921,Suppressed,Suppressed,Suppressed
160,47926,Suppressed,Suppressed,Suppressed
161,47940,Suppressed,Suppressed,Suppressed
162,47989,Suppressed,Suppressed,Suppressed
163,46068,5,2850,0.175400
164,46105,12,1928,0.622400
165,46156,Suppressed,Suppressed,Suppressed
166,46165,Suppressed,Suppressed,Suppressed
167,46531,Suppressed,Suppressed,Suppressed
168,46571,75,5532,1.355700
169,46702,Suppressed,Suppressed,Suppressed
170,46764,Suppressed,Suppressed,Suppressed
171,46766,Suppressed,Suppressed,Suppressed
172,46776,Suppressed,Suppressed,Suppressed
173,46788,15,3260,0.460100
174,46990,Suppressed,Suppressed,Suppressed
175,47038,Suppressed,Suppressed,Suppressed
176,47166,Suppressed,Suppressed,Suppressed
177,47281,Suppressed,Suppressed,Suppressed
178,47345,Suppressed,Suppressed,Suppressed
179,47352,Suppressed,Suppressed,Suppressed
180,47515,Suppressed,Suppressed,Suppressed
181,47531,Suppressed,Suppressed,Suppressed
182,47561,Suppressed,Suppressed,Suppressed
183,47588,Suppressed,Suppressed,Suppressed
184,47649,Suppressed,Suppressed,Suppressed
185,47833,Suppressed,Suppressed,Suppressed
186,47840,Suppressed,Suppressed,Suppressed
187,47858,Suppressed,Suppressed,Suppressed
188,47862,Suppressed,Suppressed,Suppressed
189,47941,Suppressed,Suppressed,Suppressed
190,47951,Suppressed,Suppressed,Suppressed
191,47968,Suppressed,Suppressed,Suppressed
192,47992,Suppressed,Suppressed,Suppressed
193,46133,Suppressed,Suppressed,Suppressed
194,46147,24,3264,0.735200
195,46180,Suppressed,Suppressed,Suppressed
196,46763,Suppressed,Suppressed,Suppressed
197,46941,Suppressed,Suppressed,Suppressed
198,46986,Suppressed,Suppressed,Suppressed
199,46991,5,1797,0.278200
200,47115,7,2622,0.266900
201,47145,Suppressed,Suppressed,Suppressed
202,47230,9,2029,0.443500
203,47272,13,2041,0.636900
204,47273,6,1849,0.324400
205,47357,Suppressed,Suppressed,Suppressed
206,47373,Suppressed,Suppressed,Suppressed
207,47436,Suppressed,Suppressed,Suppressed
208,47527,6,1897,0.316200
209,47579,10,2659,0.376000
210,47581,11,3883,0.283200
211,47850,Suppressed,Suppressed,Suppressed
212,47922,9,1623,0.554500
213,47950,Suppressed,Suppressed,Suppressed
214,47977,Suppressed,Suppressed,Suppressed
215,47995,6,1743,0.344200
216,46030,16,3308,0.483600
217,46056,7,2246,0.311600
218,46065,9,3669,0.245200
219,46149,5,1890,0.264500
220,46374,Suppressed,Suppressed,Suppressed
221,46510,12,3631,0.330400
222,46532,8,1905,0.419900
223,46543,57,3654,1.559900
224,46737,13,7068,0.183900
225,46760,Suppressed,Suppressed,Suppressed
226,46917,16,1853,0.863400
227,46982,13,2573,0.505200
228,47326,Suppressed,Suppressed,Suppressed
229,47358,Suppressed,Suppressed,Suppressed
230,47523,5,3435,0.145500
231,47532,10,4627,0.216100
232,47598,Suppressed,Suppressed,Suppressed
233,47847,Suppressed,Suppressed,Suppressed
234,47928,Suppressed,Suppressed,Suppressed
235,47948,Suppressed,Suppressed,Suppressed
236,46039,Suppressed,Suppressed,Suppressed
237,46171,Suppressed,Suppressed,Suppressed
238,46524,22,2326,0.945800
239,46705,5,1583,0.315800
240,46730,Suppressed,Suppressed,Suppressed
241,46794,9,1587,0.567100
242,46798,Suppressed,Suppressed,Suppressed
243,46911,Suppressed,Suppressed,Suppressed
244,46939,7,2101,0.333100
245,46960,Suppressed,Suppressed,Suppressed
246,46979,23,4733,0.485900
247,46985,Suppressed,Suppressed,Suppressed
248,47020,Suppressed,Suppressed,Suppressed
249,47023,10,1636,0.611200
250,47030,7,1636,0.427800
251,47031,14,5368,0.260800
252,47037,19,4333,0.438400
253,47042,12,4504,0.266400
254,47137,Suppressed,Suppressed,Suppressed
255,47141,7,1668,0.419600
256,47340,12,2914,0.411800
257,47341,6,2283,0.262800
258,47346,9,4082,0.220400
259,47356,19,5781,0.328600
260,47456,Suppressed,Suppressed,Suppressed
261,47564,Suppressed,Suppressed,Suppressed
262,47615,Suppressed,Suppressed,Suppressed
263,46051,Suppressed,Suppressed,Suppressed
264,46160,24,6421,0.373700
265,46186,Suppressed,Suppressed,Suppressed
266,46205,250,25356,0.985900
267,46278,70,8197,0.853900
268,46311,326,20816,1.566100
269,46542,31,4198,0.738400
270,46555,6,2835,0.211600
271,46770,5,2716,0.184000
272,46773,11,3662,0.300300
273,46933,20,6414,0.311800
274,47032,18,3289,0.547200
275,47040,19,5480,0.346700
276,47041,26,6125,0.424400
277,47043,18,5250,0.342800
278,47124,16,4264,0.375200
279,47138,11,4373,0.251500
280,47164,9,3779,0.238100
281,47232,17,2839,0.598800
282,47320,9,4134,0.217700
283,47383,13,2960,0.439100
284,47394,13,8470,0.153400
285,47459,Suppressed,Suppressed,Suppressed
286,47471,18,2727,0.660000
287,47558,Suppressed,Suppressed,Suppressed
288,47613,Suppressed,Suppressed,Suppressed
289,47648,8,4373,0.182900
290,47868,6,2937,0.204200
291,47918,7,6321,0.110700
292,46148,20,5097,0.392300
293,46320,191,15508,1.231600
294,46327,164,12153,1.349400
295,46346,Suppressed,Suppressed,Suppressed
296,46349,15,3336,0.449600
297,46504,22,3413,0.644500
298,46554,19,4942,0.384400
