_id,COUNTY_NAME,GENDER,AGE_GRP,EVENT_DATE,COVID_COUNT
1,ADAMS,F,20-29,2020-06-09T00:00:00,1
2,ADAMS,F,30-39,2020-06-01T00:00:00,1
3,ADAMS,F,30-39,2020-06-04T00:00:00,1
4,ADAMS,F,30-39,2020-06-12T00:00:00,1
5,ADAMS,F,40-49,2020-04-03T00:00:00,1
6,ADAMS,F,40-49,2020-04-09T00:00:00,1
7,ADAMS,F,40-49,2020-05-22T00:00:00,1
8,ADAMS,F,40-49,2020-05-29T00:00:00,1
9,ADAMS,F,50-59,2020-05-29T00:00:00,1
10,ADAMS,F,60-69,2020-04-09T00:00:00,1
11,ADAMS,F,60-69,2020-04-17T00:00:00,1
12,ADAMS,F,60-69,2020-06-01T00:00:00,1
13,ADAMS,F,60-69,2020-06-08T00:00:00,1
14,ADAMS,M,0-19,2020-05-19T00:00:00,1
15,ADAMS,M,20-29,2020-05-27T00:00:00,1
16,ADAMS,M,30-39,2020-06-04T00:00:00,1
17,ADAMS,M,40-49,2020-05-01T00:00:00,1
18,ADAMS,M,40-49,2020-05-13T00:00:00,1
19,ADAMS,M,40-49,2020-06-01T00:00:00,1
20,ADAMS,M,50-59,2020-05-31T00:00:00,1
21,ADAMS,M,60-69,2020-03-09T00:00:00,1
22,ADAMS,M,60-69,2020-04-11T00:00:00,1
23,ADAMS,M,60-69,2020-05-17T00:00:00,1
24,ADAMS,M,60-69,2020-05-31T00:00:00,1
25,ADAMS,M,70-79,2020-04-13T00:00:00,1
26,ALLEN,F,0-19,2020-04-08T00:00:00,1
27,ALLEN,F,0-19,2020-04-10T00:00:00,1
28,ALLEN,F,0-19,2020-04-17T00:00:00,1
29,ALLEN,F,0-19,2020-04-23T00:00:00,1
30,ALLEN,F,0-19,2020-04-24T00:00:00,2
31,ALLEN,F,0-19,2020-04-25T00:00:00,1
32,ALLEN,F,0-19,2020-05-05T00:00:00,1
33,ALLEN,F,0-19,2020-05-06T00:00:00,3
34,ALLEN,F,0-19,2020-05-07T00:00:00,2
35,ALLEN,F,0-19,2020-05-09T00:00:00,1
36,ALLEN,F,0-19,2020-05-14T00:00:00,4
37,ALLEN,F,0-19,2020-05-15T00:00:00,2
38,ALLEN,F,0-19,2020-05-18T00:00:00,3
39,ALLEN,F,0-19,2020-05-20T00:00:00,1
40,ALLEN,F,0-19,2020-05-21T00:00:00,4
41,ALLEN,F,0-19,2020-05-22T00:00:00,3
42,ALLEN,F,0-19,2020-05-23T00:00:00,5
43,ALLEN,F,0-19,2020-05-24T00:00:00,4
44,ALLEN,F,0-19,2020-05-27T00:00:00,6
45,ALLEN,F,0-19,2020-05-28T00:00:00,3
46,ALLEN,F,0-19,2020-05-29T00:00:00,7
47,ALLEN,F,0-19,2020-05-31T00:00:00,4
48,ALLEN,F,0-19,2020-06-01T00:00:00,4
49,ALLEN,F,0-19,2020-06-02T00:00:00,2
50,ALLEN,F,0-19,2020-06-03T00:00:00,4
51,ALLEN,F,0-19,2020-06-04T00:00:00,6
52,ALLEN,F,0-19,2020-06-05T00:00:00,1
53,ALLEN,F,0-19,2020-06-06T00:00:00,3
54,ALLEN,F,0-19,2020-06-07T00:00:00,1
55,ALLEN,F,0-19,2020-06-08T00:00:00,2
56,ALLEN,F,0-19,2020-06-09T00:00:00,2
57,ALLEN,F,0-19,2020-06-10T00:00:00,4
58,ALLEN,F,0-19,2020-06-11T00:00:00,4
59,ALLEN,F,0-19,2020-06-12T00:00:00,1
60,ALLEN,F,20-29,2020-03-19T00:00:00,1
61,ALLEN,F,20-29,2020-04-02T00:00:00,1
62,ALLEN,F,20-29,2020-04-06T00:00:00,1
63,ALLEN,F,20-29,2020-04-08T00:00:00,1
64,ALLEN,F,20-29,2020-04-10T00:00:00,1
65,ALLEN,F,20-29,2020-04-11T00:00:00,1
66,ALLEN,F,20-29,2020-04-12T00:00:00,4
67,ALLEN,F,20-29,2020-04-13T00:00:00,2
68,ALLEN,F,20-29,2020-04-15T00:00:00,7
69,ALLEN,F,20-29,2020-04-16T00:00:00,5
70,ALLEN,F,20-29,2020-04-17T00:00:00,2
71,ALLEN,F,20-29,2020-04-19T00:00:00,4
72,ALLEN,F,20-29,2020-04-21T00:00:00,2
73,ALLEN,F,20-29,2020-04-22T00:00:00,2
74,ALLEN,F,20-29,2020-04-23T00:00:00,1
75,ALLEN,F,20-29,2020-04-24T00:00:00,3
76,ALLEN,F,20-29,2020-04-26T00:00:00,1
77,ALLEN,F,20-29,2020-04-28T00:00:00,1
78,ALLEN,F,20-29,2020-04-29T00:00:00,1
79,ALLEN,F,20-29,2020-04-30T00:00:00,2
80,ALLEN,F,20-29,2020-05-02T00:00:00,1
81,ALLEN,F,20-29,2020-05-03T00:00:00,1
82,ALLEN,F,20-29,2020-05-04T00:00:00,2
83,ALLEN,F,20-29,2020-05-05T00:00:00,3
84,ALLEN,F,20-29,2020-05-06T00:00:00,3
85,ALLEN,F,20-29,2020-05-07T00:00:00,5
86,ALLEN,F,20-29,2020-05-08T00:00:00,4
87,ALLEN,F,20-29,2020-05-09T00:00:00,4
88,ALLEN,F,20-29,2020-05-10T00:00:00,1
89,ALLEN,F,20-29,2020-05-11T00:00:00,9
90,ALLEN,F,20-29,2020-05-12T00:00:00,1
91,ALLEN,F,20-29,2020-05-13T00:00:00,5
92,ALLEN,F,20-29,2020-05-14T00:00:00,5
93,ALLEN,F,20-29,2020-05-16T00:00:00,1
94,ALLEN,F,20-29,2020-05-17T00:00:00,5
95,ALLEN,F,20-29,2020-05-19T00:00:00,3
96,ALLEN,F,20-29,2020-05-20T00:00:00,5
97,ALLEN,F,20-29,2020-05-21T00:00:00,6
98,ALLEN,F,20-29,2020-05-22T00:00:00,4
99,ALLEN,F,20-29,2020-05-23T00:00:00,1
100,ALLEN,F,20-29,2020-05-24T00:00:00,4
101,ALLEN,F,20-29,2020-05-25T00:00:00,4
102,ALLEN,F,20-29,2020-05-26T00:00:00,3
103,ALLEN,F,20-29,2020-05-27T00:00:00,7
104,ALLEN,F,20-29,2020-05-28T00:00:00,4
105,ALLEN,F,20-29,2020-05-29T00:00:00,14
106,ALLEN,F,20-29,2020-05-30T00:00:00,3
107,ALLEN,F,20-29,2020-05-31T00:00:00,7
108,ALLEN,F,20-29,2020-06-01T00:00:00,2
109,ALLEN,F,20-29,2020-06-02T00:00:00,7
110,ALLEN,F,20-29,2020-06-03T00:00:00,2
111,ALLEN,F,20-29,2020-06-04T00:00:00,6
112,ALLEN,F,20-29,2020-06-05T00:00:00,4
113,ALLEN,F,20-29,2020-06-06T00:00:00,4
114,ALLEN,F,20-29,2020-06-07T00:00:00,4
115,ALLEN,F,20-29,2020-06-08T00:00:00,6
116,ALLEN,F,20-29,2020-06-09T00:00:00,4
117,ALLEN,F,20-29,2020-06-10T00:00:00,7
118,ALLEN,F,20-29,2020-06-11T00:00:00,1
119,ALLEN,F,20-29,2020-06-12T00:00:00,3
120,ALLEN,F,30-39,2020-03-23T00:00:00,1
121,ALLEN,F,30-39,2020-03-26T00:00:00,1
122,ALLEN,F,30-39,2020-04-05T00:00:00,1
123,ALLEN,F,30-39,2020-04-13T00:00:00,1
124,ALLEN,F,30-39,2020-04-15T00:00:00,4
125,ALLEN,F,30-39,2020-04-16T00:00:00,1
126,ALLEN,F,30-39,2020-04-17T00:00:00,2
127,ALLEN,F,30-39,2020-04-18T00:00:00,4
128,ALLEN,F,30-39,2020-04-19T00:00:00,4
129,ALLEN,F,30-39,2020-04-20T00:00:00,2
130,ALLEN,F,30-39,2020-04-22T00:00:00,7
131,ALLEN,F,30-39,2020-04-23T00:00:00,2
132,ALLEN,F,30-39,2020-04-24T00:00:00,2
133,ALLEN,F,30-39,2020-04-26T00:00:00,1
134,ALLEN,F,30-39,2020-04-29T00:00:00,1
135,ALLEN,F,30-39,2020-04-30T00:00:00,3
136,ALLEN,F,30-39,2020-05-01T00:00:00,1
137,ALLEN,F,30-39,2020-05-02T00:00:00,1
138,ALLEN,F,30-39,2020-05-03T00:00:00,3
139,ALLEN,F,30-39,2020-05-04T00:00:00,5
140,ALLEN,F,30-39,2020-05-05T00:00:00,2
141,ALLEN,F,30-39,2020-05-06T00:00:00,3
142,ALLEN,F,30-39,2020-05-07T00:00:00,1
143,ALLEN,F,30-39,2020-05-08T00:00:00,1
144,ALLEN,F,30-39,2020-05-09T00:00:00,1
145,ALLEN,F,30-39,2020-05-10T00:00:00,1
146,ALLEN,F,30-39,2020-05-11T00:00:00,1
147,ALLEN,F,30-39,2020-05-12T00:00:00,1
148,ALLEN,F,30-39,2020-05-13T00:00:00,2
149,ALLEN,F,30-39,2020-05-14T00:00:00,6
150,ALLEN,F,30-39,2020-05-15T00:00:00,3
151,ALLEN,F,30-39,2020-05-16T00:00:00,2
152,ALLEN,F,30-39,2020-05-17T00:00:00,3
153,ALLEN,F,30-39,2020-05-18T00:00:00,1
154,ALLEN,F,30-39,2020-05-19T00:00:00,1
155,ALLEN,F,30-39,2020-05-20T00:00:00,4
156,ALLEN,F,30-39,2020-05-21T00:00:00,7
157,ALLEN,F,30-39,2020-05-22T00:00:00,2
158,ALLEN,F,30-39,2020-05-23T00:00:00,4
159,ALLEN,F,30-39,2020-05-24T00:00:00,5
160,ALLEN,F,30-39,2020-05-25T00:00:00,4
161,ALLEN,F,30-39,2020-05-26T00:00:00,2
162,ALLEN,F,30-39,2020-05-27T00:00:00,9
163,ALLEN,F,30-39,2020-05-28T00:00:00,4
164,ALLEN,F,30-39,2020-05-29T00:00:00,7
165,ALLEN,F,30-39,2020-05-30T00:00:00,4
166,ALLEN,F,30-39,2020-05-31T00:00:00,3
167,ALLEN,F,30-39,2020-06-01T00:00:00,5
168,ALLEN,F,30-39,2020-06-02T00:00:00,2
169,ALLEN,F,30-39,2020-06-03T00:00:00,3
170,ALLEN,F,30-39,2020-06-04T00:00:00,5
171,ALLEN,F,30-39,2020-06-05T00:00:00,3
172,ALLEN,F,30-39,2020-06-06T00:00:00,4
173,ALLEN,F,30-39,2020-06-08T00:00:00,1
174,ALLEN,F,30-39,2020-06-09T00:00:00,4
175,ALLEN,F,30-39,2020-06-10T00:00:00,11
176,ALLEN,F,30-39,2020-06-11T00:00:00,4
177,ALLEN,F,30-39,2020-06-12T00:00:00,8
178,ALLEN,F,40-49,2020-03-20T00:00:00,1
179,ALLEN,F,40-49,2020-03-31T00:00:00,1
180,ALLEN,F,40-49,2020-04-02T00:00:00,1
181,ALLEN,F,40-49,2020-04-04T00:00:00,1
182,ALLEN,F,40-49,2020-04-05T00:00:00,4
183,ALLEN,F,40-49,2020-04-07T00:00:00,1
184,ALLEN,F,40-49,2020-04-08T00:00:00,2
185,ALLEN,F,40-49,2020-04-09T00:00:00,3
186,ALLEN,F,40-49,2020-04-10T00:00:00,1
187,ALLEN,F,40-49,2020-04-11T00:00:00,1
188,ALLEN,F,40-49,2020-04-12T00:00:00,2
189,ALLEN,F,40-49,2020-04-14T00:00:00,4
190,ALLEN,F,40-49,2020-04-15T00:00:00,5
191,ALLEN,F,40-49,2020-04-16T00:00:00,5
192,ALLEN,F,40-49,2020-04-19T00:00:00,5
193,ALLEN,F,40-49,2020-04-20T00:00:00,4
194,ALLEN,F,40-49,2020-04-21T00:00:00,1
195,ALLEN,F,40-49,2020-04-22T00:00:00,6
196,ALLEN,F,40-49,2020-04-24T00:00:00,5
197,ALLEN,F,40-49,2020-04-25T00:00:00,1
198,ALLEN,F,40-49,2020-04-26T00:00:00,3
