_id,DATE,BEDS_ICU_TOTAL,BEDS_ICU_OCCUPIED_COVID_19,BEDS_ICU_NO_OCCUPIED_COVID_19,BEDS_AVAILABLE_ICU_BEDS_TOTAL,VENTS_TOTAL,VENTS_ALL_USE_COVID_19,VENTS_NON_COVID_PTS_ON_VENTS,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,PCT_BEDS_ICU_OCCUPIED_COVID_19,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,PCT_VENTS_ALL_USE_COVID_19,PCT_VENTS_NON_COVID_PTS_ON_VENTS,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE
210,2020-09-23T00:00:00,2314,261,1142,911,2896,83,461,2352,11.2799999999999993605115378159098327159881591796875,49.35000000000000142108547152020037174224853515625,39.36999999999999744204615126363933086395263671875,2.87000000000000010658141036401502788066864013671875,15.9199999999999999289457264239899814128875732421875,81.219999999999998863131622783839702606201171875
211,2020-09-24T00:00:00,2331,258,1181,892,2896,83,469,2344,11.07000000000000028421709430404007434844970703125,50.659999999999996589394868351519107818603515625,38.27000000000000312638803734444081783294677734375,2.87000000000000010658141036401502788066864013671875,16.190000000000001278976924368180334568023681640625,80.93999999999999772626324556767940521240234375
212,2020-09-25T00:00:00,2311,259,1160,892,2896,92,452,2352,11.21000000000000085265128291212022304534912109375,50.18999999999999772626324556767940521240234375,38.60000000000000142108547152020037174224853515625,3.180000000000000159872115546022541821002960205078125,15.6099999999999994315658113919198513031005859375,81.219999999999998863131622783839702606201171875
213,2020-09-26T00:00:00,2301,282,1115,904,2896,92,461,2343,12.2599999999999997868371792719699442386627197265625,48.46000000000000085265128291212022304534912109375,39.28999999999999914734871708787977695465087890625,3.180000000000000159872115546022541821002960205078125,15.9199999999999999289457264239899814128875732421875,80.900000000000005684341886080801486968994140625
214,2020-09-27T00:00:00,2301,299,1072,930,2896,93,425,2378,12.9900000000000002131628207280300557613372802734375,46.590000000000003410605131648480892181396484375,40.4200000000000017053025658242404460906982421875,3.20999999999999996447286321199499070644378662109375,14.67999999999999971578290569595992565155029296875,82.1099999999999994315658113919198513031005859375
215,2020-09-28T00:00:00,2307,288,1074,945,2896,94,430,2372,12.480000000000000426325641456060111522674560546875,46.5499999999999971578290569595992565155029296875,40.96000000000000085265128291212022304534912109375,3.25,14.8499999999999996447286321199499070644378662109375,81.909999999999996589394868351519107818603515625
216,2020-09-29T00:00:00,2222,265,1144,813,2896,96,478,2322,11.92999999999999971578290569595992565155029296875,51.49000000000000198951966012828052043914794921875,36.590000000000003410605131648480892181396484375,3.310000000000000053290705182007513940334320068359375,16.510000000000001563194018672220408916473388671875,80.18000000000000682121026329696178436279296875
217,2020-09-30T00:00:00,2233,265,1118,850,2896,102,481,2313,11.8699999999999992184029906638897955417633056640625,50.07000000000000028421709430404007434844970703125,38.07000000000000028421709430404007434844970703125,3.520000000000000017763568394002504646778106689453125,16.6099999999999994315658113919198513031005859375,79.8700000000000045474735088646411895751953125
218,2020-10-01T00:00:00,2234,292,1195,747,2896,102,480,2314,13.07000000000000028421709430404007434844970703125,53.49000000000000198951966012828052043914794921875,33.43999999999999772626324556767940521240234375,3.520000000000000017763568394002504646778106689453125,16.57000000000000028421709430404007434844970703125,79.900000000000005684341886080801486968994140625
219,2020-10-02T00:00:00,2238,281,1187,770,2896,104,449,2343,12.5600000000000004973799150320701301097869873046875,53.03999999999999914734871708787977695465087890625,34.409999999999996589394868351519107818603515625,3.589999999999999857891452847979962825775146484375,15.5,80.900000000000005684341886080801486968994140625
220,2020-10-03T00:00:00,2233,279,1156,798,2896,102,462,2332,12.4900000000000002131628207280300557613372802734375,51.77000000000000312638803734444081783294677734375,35.74000000000000198951966012828052043914794921875,3.520000000000000017763568394002504646778106689453125,15.949999999999999289457264239899814128875732421875,80.5199999999999960209606797434389591217041015625
221,2020-10-04T00:00:00,2239,308,1115,816,2896,103,469,2324,13.7599999999999997868371792719699442386627197265625,49.7999999999999971578290569595992565155029296875,36.43999999999999772626324556767940521240234375,3.560000000000000053290705182007513940334320068359375,16.190000000000001278976924368180334568023681640625,80.25
222,2020-10-05T00:00:00,2244,333,1094,817,2890,103,458,2329,14.839999999999999857891452847979962825775146484375,48.75,36.409999999999996589394868351519107818603515625,3.560000000000000053290705182007513940334320068359375,15.8499999999999996447286321199499070644378662109375,80.590000000000003410605131648480892181396484375
223,2020-10-06T00:00:00,2242,333,1160,749,2890,101,485,2304,14.8499999999999996447286321199499070644378662109375,51.74000000000000198951966012828052043914794921875,33.409999999999996589394868351519107818603515625,3.4900000000000002131628207280300557613372802734375,16.780000000000001136868377216160297393798828125,79.719999999999998863131622783839702606201171875
224,2020-10-07T00:00:00,2240,342,1169,729,2890,107,489,2294,15.269999999999999573674358543939888477325439453125,52.18999999999999772626324556767940521240234375,32.53999999999999914734871708787977695465087890625,3.70000000000000017763568394002504646778106689453125,16.9200000000000017053025658242404460906982421875,79.3799999999999954525264911353588104248046875
225,2020-10-08T00:00:00,2219,357,1189,673,2890,116,497,2277,16.089999999999999857891452847979962825775146484375,53.5799999999999982946974341757595539093017578125,30.3299999999999982946974341757595539093017578125,4.0099999999999997868371792719699442386627197265625,17.199999999999999289457264239899814128875732421875,78.7900000000000062527760746888816356658935546875
226,2020-10-09T00:00:00,2232,339,1172,721,2890,115,510,2265,15.1899999999999995026200849679298698902130126953125,52.50999999999999801048033987171947956085205078125,32.2999999999999971578290569595992565155029296875,3.979999999999999982236431605997495353221893310546875,17.64999999999999857891452847979962825775146484375,78.3700000000000045474735088646411895751953125
227,2020-10-10T00:00:00,2243,349,1122,772,2890,119,508,2263,15.5600000000000004973799150320701301097869873046875,50.02000000000000312638803734444081783294677734375,34.4200000000000017053025658242404460906982421875,4.12000000000000010658141036401502788066864013671875,17.5799999999999982946974341757595539093017578125,78.2999999999999971578290569595992565155029296875
228,2020-10-11T00:00:00,2215,346,1081,788,2890,122,495,2273,15.6199999999999992184029906638897955417633056640625,48.7999999999999971578290569595992565155029296875,35.5799999999999982946974341757595539093017578125,4.21999999999999975131004248396493494510650634765625,17.129999999999999005240169935859739780426025390625,78.650000000000005684341886080801486968994140625
229,2020-10-12T00:00:00,2221,382,1068,771,2890,132,492,2266,17.199999999999999289457264239899814128875732421875,48.090000000000003410605131648480892181396484375,34.71000000000000085265128291212022304534912109375,4.57000000000000028421709430404007434844970703125,17.019999999999999573674358543939888477325439453125,78.409999999999996589394868351519107818603515625
