_id,date,agegrp,covid_deaths
659,2020-09-05T00:00:00,80+,6
660,2020-09-06T00:00:00,40-49,1
661,2020-09-06T00:00:00,50-59,1
662,2020-09-06T00:00:00,60-69,2
663,2020-09-06T00:00:00,70-79,2
664,2020-09-06T00:00:00,80+,8
665,2020-09-07T00:00:00,60-69,2
666,2020-09-07T00:00:00,70-79,3
667,2020-09-07T00:00:00,80+,4
668,2020-09-08T00:00:00,60-69,2
669,2020-09-08T00:00:00,70-79,5
670,2020-09-08T00:00:00,80+,7
671,2020-09-09T00:00:00,60-69,1
672,2020-09-09T00:00:00,70-79,6
673,2020-09-09T00:00:00,80+,4
674,2020-09-10T00:00:00,50-59,1
675,2020-09-10T00:00:00,70-79,5
676,2020-09-10T00:00:00,80+,5
677,2020-09-11T00:00:00,50-59,1
678,2020-09-11T00:00:00,60-69,3
679,2020-09-11T00:00:00,70-79,3
680,2020-09-11T00:00:00,80+,4
681,2020-09-12T00:00:00,70-79,2
682,2020-09-12T00:00:00,80+,2
683,2020-09-13T00:00:00,50-59,1
684,2020-09-13T00:00:00,60-69,2
685,2020-09-13T00:00:00,70-79,1
686,2020-09-13T00:00:00,80+,9
687,2020-09-14T00:00:00,40-49,1
688,2020-09-14T00:00:00,50-59,1
689,2020-09-14T00:00:00,70-79,4
690,2020-09-14T00:00:00,80+,6
691,2020-09-15T00:00:00,60-69,3
692,2020-09-15T00:00:00,70-79,2
693,2020-09-15T00:00:00,80+,6
694,2020-09-16T00:00:00,50-59,1
695,2020-09-16T00:00:00,60-69,2
696,2020-09-16T00:00:00,70-79,1
697,2020-09-16T00:00:00,80+,4
698,2020-09-17T00:00:00,40-49,1
699,2020-09-17T00:00:00,50-59,1
700,2020-09-17T00:00:00,60-69,1
701,2020-09-17T00:00:00,70-79,6
702,2020-09-17T00:00:00,80+,4
703,2020-09-18T00:00:00,40-49,1
704,2020-09-18T00:00:00,50-59,1
705,2020-09-18T00:00:00,70-79,2
706,2020-09-18T00:00:00,80+,6
707,2020-09-19T00:00:00,20-29,1
708,2020-09-19T00:00:00,60-69,1
709,2020-09-19T00:00:00,70-79,3
710,2020-09-19T00:00:00,80+,4
711,2020-09-20T00:00:00,70-79,2
712,2020-09-20T00:00:00,80+,2
713,2020-09-21T00:00:00,50-59,1
714,2020-09-21T00:00:00,70-79,2
715,2020-09-21T00:00:00,80+,3
716,2020-09-22T00:00:00,30-39,1
717,2020-09-22T00:00:00,60-69,2
718,2020-09-22T00:00:00,70-79,3
719,2020-09-22T00:00:00,80+,7
720,2020-09-23T00:00:00,30-39,1
721,2020-09-23T00:00:00,70-79,2
722,2020-09-23T00:00:00,80+,12
723,2020-09-24T00:00:00,40-49,1
724,2020-09-24T00:00:00,60-69,2
725,2020-09-24T00:00:00,70-79,1
726,2020-09-24T00:00:00,80+,7
727,2020-09-25T00:00:00,60-69,2
728,2020-09-25T00:00:00,70-79,3
729,2020-09-25T00:00:00,80+,6
730,2020-09-26T00:00:00,60-69,3
731,2020-09-26T00:00:00,70-79,5
732,2020-09-26T00:00:00,80+,14
733,2020-09-27T00:00:00,70-79,6
734,2020-09-27T00:00:00,80+,6
735,2020-09-28T00:00:00,40-49,1
736,2020-09-28T00:00:00,50-59,1
737,2020-09-28T00:00:00,60-69,4
738,2020-09-28T00:00:00,70-79,2
739,2020-09-28T00:00:00,80+,9
740,2020-09-29T00:00:00,60-69,3
741,2020-09-29T00:00:00,70-79,4
742,2020-09-29T00:00:00,80+,10
743,2020-09-30T00:00:00,60-69,2
744,2020-09-30T00:00:00,70-79,4
745,2020-09-30T00:00:00,80+,5
746,2020-10-01T00:00:00,30-39,1
747,2020-10-01T00:00:00,60-69,3
748,2020-10-01T00:00:00,70-79,2
749,2020-10-01T00:00:00,80+,11
750,2020-10-02T00:00:00,50-59,1
751,2020-10-02T00:00:00,60-69,3
752,2020-10-02T00:00:00,70-79,5
753,2020-10-02T00:00:00,80+,7
754,2020-10-03T00:00:00,50-59,3
755,2020-10-03T00:00:00,60-69,4
756,2020-10-03T00:00:00,70-79,4
757,2020-10-03T00:00:00,80+,7
758,2020-10-04T00:00:00,50-59,1
759,2020-10-04T00:00:00,60-69,3
760,2020-10-04T00:00:00,70-79,2
761,2020-10-04T00:00:00,80+,7
762,2020-10-05T00:00:00,60-69,2
763,2020-10-05T00:00:00,70-79,6
764,2020-10-05T00:00:00,80+,3
765,2020-10-06T00:00:00,30-39,1
766,2020-10-06T00:00:00,50-59,1
767,2020-10-06T00:00:00,60-69,1
768,2020-10-06T00:00:00,70-79,3
769,2020-10-06T00:00:00,80+,7
770,2020-10-07T00:00:00,50-59,2
771,2020-10-07T00:00:00,70-79,5
772,2020-10-07T00:00:00,80+,8
773,2020-10-08T00:00:00,60-69,3
774,2020-10-08T00:00:00,70-79,6
775,2020-10-08T00:00:00,80+,13
776,2020-10-09T00:00:00,60-69,1
777,2020-10-09T00:00:00,70-79,5
778,2020-10-09T00:00:00,80+,14
779,2020-10-10T00:00:00,30-39,1
780,2020-10-10T00:00:00,40-49,1
781,2020-10-10T00:00:00,70-79,2
782,2020-10-10T00:00:00,80+,10
783,2020-10-11T00:00:00,60-69,2
784,2020-10-11T00:00:00,70-79,7
785,2020-10-11T00:00:00,80+,10
786,2020-10-12T00:00:00,50-59,1
787,2020-10-12T00:00:00,60-69,1
788,2020-10-12T00:00:00,70-79,5
789,2020-10-12T00:00:00,80+,10
790,2020-10-13T00:00:00,50-59,1
791,2020-10-13T00:00:00,60-69,4
792,2020-10-13T00:00:00,70-79,6
793,2020-10-13T00:00:00,80+,12
794,2020-10-14T00:00:00,50-59,1
795,2020-10-14T00:00:00,60-69,1
796,2020-10-14T00:00:00,70-79,5
797,2020-10-14T00:00:00,80+,9
798,2020-10-15T00:00:00,40-49,1
799,2020-10-15T00:00:00,50-59,1
800,2020-10-15T00:00:00,60-69,5
801,2020-10-15T00:00:00,70-79,11
802,2020-10-15T00:00:00,80+,11
803,2020-10-16T00:00:00,40-49,1
804,2020-10-16T00:00:00,50-59,1
805,2020-10-16T00:00:00,60-69,4
806,2020-10-16T00:00:00,70-79,9
807,2020-10-16T00:00:00,80+,20
808,2020-10-17T00:00:00,40-49,2
809,2020-10-17T00:00:00,50-59,1
810,2020-10-17T00:00:00,60-69,2
811,2020-10-17T00:00:00,70-79,6
812,2020-10-17T00:00:00,80+,7
813,2020-10-18T00:00:00,60-69,4
814,2020-10-18T00:00:00,70-79,5
815,2020-10-18T00:00:00,80+,15
816,2020-10-19T00:00:00,50-59,1
817,2020-10-19T00:00:00,60-69,1
818,2020-10-19T00:00:00,70-79,8
819,2020-10-19T00:00:00,80+,8
820,2020-10-20T00:00:00,40-49,1
821,2020-10-20T00:00:00,50-59,1
822,2020-10-20T00:00:00,60-69,7
823,2020-10-20T00:00:00,70-79,8
824,2020-10-20T00:00:00,80+,13
825,2020-10-21T00:00:00,40-49,1
826,2020-10-21T00:00:00,50-59,1
827,2020-10-21T00:00:00,60-69,5
828,2020-10-21T00:00:00,70-79,6
829,2020-10-21T00:00:00,80+,10
830,2020-10-22T00:00:00,50-59,1
831,2020-10-22T00:00:00,60-69,6
832,2020-10-22T00:00:00,70-79,5
833,2020-10-22T00:00:00,80+,10
834,2020-10-23T00:00:00,60-69,1
835,2020-10-23T00:00:00,70-79,4
836,2020-10-23T00:00:00,80+,8
837,2020-10-24T00:00:00,20-29,1
838,2020-10-24T00:00:00,70-79,5
839,2020-10-24T00:00:00,80+,6
840,2020-10-25T00:00:00,60-69,1
841,2020-10-25T00:00:00,80+,1
